name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_asset_exposure,avg_cash_weight,total_fees,fees_pct_initial_capital,orders,lot_blocked_targets,cash_blocked_buys,avg_oos_sharpe,min_oos_sharpe
v34_etf_ultra_guard_defensive_100000_1asset_20d,100000.0,ultra_guard,defensive,1,20,False,True,0.2939,0.0415,0.0563,-0.1754,0.7181,0.6405,164051.91,1.24,0.9489,0.0511,1549.89,0.0155,98,0,0,-0.5572,-1.1448
v34_etf_ultra_guard_risk_adjusted_50000_3asset_20d,50000.0,ultra_guard,risk_adjusted,3,20,False,True,0.2928,0.0387,0.0467,-0.1531,0.7156,0.5931,79656.49,1.8,0.8905,0.1095,1406.81,0.0281,201,7,0,-0.7846,-1.3449
v34_etf_defensive_momentum_200000_2asset_40d,200000.0,defensive,momentum,2,40,False,True,0.2925,0.0673,0.1448,-0.367,0.5849,1.0215,404304.09,2.42,0.9728,0.0272,8007.71,0.04,211,0,0,-0.6469,-1.9175
v34_etf_capital_guard_risk_adjusted_200000_1asset_60d,200000.0,capital_guard,risk_adjusted,1,60,False,True,0.2912,0.0583,0.1145,-0.2595,0.6983,0.8985,379691.9,1.35,0.9724,0.0276,3753.0,0.0188,56,0,0,-1.0561,-2.8056
v34_etf_capital_guard_risk_adjusted_100000_1asset_60d,100000.0,capital_guard,risk_adjusted,1,60,False,True,0.2905,0.0582,0.1144,-0.2597,0.698,0.8962,189617.75,1.35,0.9703,0.0297,1901.65,0.019,55,0,0,-1.0519,-2.7951
v34_etf_ultra_guard_defensive_50000_3asset_40d,50000.0,ultra_guard,defensive,3,40,False,True,0.2899,0.0383,0.046,-0.1788,0.7207,0.587,79351.54,1.63,0.9141,0.0859,872.66,0.0175,116,3,0,-0.9446,-1.6862
v34_etf_defensive_momentum_100000_2asset_40d,100000.0,defensive,momentum,2,40,False,True,0.2893,0.0668,0.1445,-0.3666,0.5849,1.009,200896.33,2.42,0.9593,0.0407,4115.37,0.0412,200,0,0,-0.649,-1.9212
v34_etf_defensive_defensive_100000_3asset_20d,100000.0,defensive,defensive,3,20,False,True,0.2889,0.0553,0.1047,-0.2813,0.6717,0.852,185204.94,2.21,0.9486,0.0514,4985.76,0.0499,313,0,0,-0.6203,-1.9085
v34_etf_ultra_guard_risk_adjusted_100000_2asset_20d,100000.0,ultra_guard,risk_adjusted,2,20,False,True,0.2879,0.0399,0.0519,-0.1654,0.7152,0.613,161303.34,1.59,0.9344,0.0656,1964.26,0.0196,175,0,0,-0.554,-1.217
v34_etf_ultra_guard_momentum_50000_1asset_60d,50000.0,ultra_guard,momentum,1,60,False,True,0.2878,0.0439,0.0655,-0.156,0.6637,0.6764,83820.2,1.58,0.9175,0.0825,784.9,0.0157,78,0,0,-0.1999,-0.6754
v34_etf_defensive_momentum_50000_2asset_40d,50000.0,defensive,momentum,2,40,False,True,0.2832,0.0658,0.144,-0.365,0.5849,0.9857,99284.11,2.42,0.9301,0.0699,2191.69,0.0438,184,0,0,-0.6561,-1.9279
v34_etf_ultra_guard_defensive_100000_3asset_20d,100000.0,ultra_guard,defensive,3,20,False,True,0.2827,0.0373,0.0434,-0.1567,0.7249,0.5685,156851.81,1.61,0.9342,0.0658,1538.79,0.0154,168,3,0,-1.2465,-2.2826
v34_etf_capital_guard_risk_adjusted_50000_1asset_60d,50000.0,capital_guard,risk_adjusted,1,60,False,True,0.2809,0.0571,0.1144,-0.2595,0.698,0.8704,93518.46,1.35,0.9296,0.0704,968.64,0.0194,53,0,0,-1.555,-3.9837
v34_etf_ultra_guard_defensive_200000_2asset_20d,200000.0,ultra_guard,defensive,2,20,False,True,0.2804,0.0386,0.0486,-0.1675,0.713,0.5901,318025.04,1.46,0.9508,0.0492,3001.06,0.015,157,0,0,-0.7058,-1.2557
v34_etf_ultra_guard_defensive_100000_2asset_20d,100000.0,ultra_guard,defensive,2,20,False,True,0.2801,0.0385,0.0483,-0.165,0.713,0.5883,158832.75,1.46,0.9379,0.0621,1673.95,0.0167,154,0,0,-0.7463,-1.3214
v34_etf_defensive_momentum_200000_3asset_20d,200000.0,defensive,momentum,3,20,False,True,0.2785,0.0637,0.1391,-0.3947,0.5791,0.9527,390535.64,3.22,0.9696,0.0304,9482.26,0.0474,490,0,0,-0.4765,-2.0468
v34_etf_ultra_guard_defensive_200000_3asset_20d,200000.0,ultra_guard,defensive,3,20,False,True,0.2769,0.0371,0.0437,-0.1568,0.7236,0.5649,312972.16,1.63,0.9506,0.0494,2620.44,0.0131,183,0,0,-0.9856,-1.4969
v34_etf_defensive_defensive_50000_3asset_20d,50000.0,defensive,defensive,3,20,False,True,0.2754,0.0537,0.1041,-0.2794,0.6717,0.8176,90879.18,2.21,0.9133,0.0867,2887.42,0.0577,294,0,0,-0.643,-1.9658
v34_etf_ultra_guard_defensive_50000_1asset_20d,50000.0,ultra_guard,defensive,1,20,False,True,0.273,0.0403,0.0559,-0.1736,0.7197,0.6151,80756.13,1.24,0.9126,0.0874,844.17,0.0169,91,0,0,-0.5883,-1.1835
v34_etf_defensive_momentum_100000_3asset_20d,100000.0,defensive,momentum,3,20,False,True,0.2719,0.0627,0.1388,-0.3952,0.5785,0.9297,192967.56,3.22,0.9543,0.0457,5332.34,0.0533,461,0,0,-0.4821,-2.0565
v34_etf_capital_guard_momentum_50000_1asset_60d,50000.0,capital_guard,momentum,1,60,False,True,0.2704,0.0577,0.1209,-0.2582,0.6451,0.8659,93296.71,1.56,0.9276,0.0724,1329.79,0.0266,77,0,0,0.0767,-0.4314
v34_etf_capital_guard_momentum_50000_1asset_40d,50000.0,capital_guard,momentum,1,40,False,True,0.2695,0.0563,0.1162,-0.3239,0.6659,0.8474,92368.39,1.47,0.9215,0.0785,1518.91,0.0304,95,0,0,-0.6507,-2.0544
v34_etf_ultra_guard_risk_adjusted_50000_2asset_20d,50000.0,ultra_guard,risk_adjusted,2,20,False,True,0.2682,0.0387,0.0509,-0.1652,0.7181,0.5886,79430.02,1.57,0.8912,0.1088,1215.48,0.0243,159,4,0,-0.7442,-1.2685
v34_etf_ultra_guard_risk_adjusted_200000_1asset_60d,200000.0,ultra_guard,risk_adjusted,1,60,False,True,0.263,0.041,0.061,-0.157,0.706,0.6247,324948.04,1.31,0.9547,0.0453,2022.36,0.0101,53,0,0,-1.3222,-3.0675
v34_etf_defensive_momentum_50000_3asset_20d,50000.0,defensive,momentum,3,20,False,True,0.2624,0.0612,0.138,-0.3944,0.5778,0.8961,94805.07,3.22,0.9252,0.0748,3334.23,0.0667,422,0,1,-0.4941,-2.0748
v34_etf_defensive_momentum_200000_3asset_40d,200000.0,defensive,momentum,3,40,False,True,0.262,0.0611,0.138,-0.3802,0.5852,0.8946,378925.37,3.14,0.9715,0.0285,6300.43,0.0315,269,0,0,-0.5757,-1.8853
v34_etf_balanced_defensive_200000_1asset_60d,200000.0,balanced,defensive,1,60,False,True,0.2565,0.071,0.1792,-0.3886,0.7088,0.9712,394236.24,1.31,0.9768,0.0232,7818.16,0.0391,52,0,1,0.1448,-0.2384
v34_etf_defensive_momentum_100000_3asset_40d,100000.0,defensive,momentum,3,40,False,True,0.2562,0.0603,0.1376,-0.38,0.5852,0.8751,187514.96,3.14,0.95,0.05,3411.94,0.0341,254,0,1,-0.5801,-1.892
v34_etf_ultra_guard_risk_adjusted_100000_1asset_60d,100000.0,ultra_guard,risk_adjusted,1,60,False,True,0.2548,0.0405,0.0609,-0.1576,0.706,0.6142,161422.35,1.31,0.9443,0.0557,1041.95,0.0104,53,0,0,-1.2988,-3.0017
v34_etf_balanced_defensive_100000_1asset_60d,100000.0,balanced,defensive,1,60,False,True,0.2546,0.0706,0.1791,-0.3885,0.7076,0.9629,196288.76,1.1,0.9625,0.0375,3926.94,0.0393,53,11,1,0.1358,-0.2519
v34_etf_balanced_defensive_50000_1asset_60d,50000.0,balanced,defensive,1,60,False,True,0.2519,0.0701,0.1789,-0.3883,0.7069,0.9509,97543.43,1.04,0.9484,0.0516,1943.17,0.0389,50,15,0,0.1275,-0.2876
v34_etf_ultra_guard_defensive_50000_3asset_20d,50000.0,ultra_guard,defensive,3,20,False,True,0.2504,0.0356,0.0425,-0.1511,0.7255,0.5376,76880.48,1.53,0.8964,0.1036,1041.02,0.0208,149,15,0,-1.5048,-3.0736
v34_etf_ultra_guard_risk_adjusted_50000_1asset_60d,50000.0,ultra_guard,risk_adjusted,1,60,False,True,0.2497,0.0401,0.0607,-0.1567,0.706,0.6072,80357.94,1.31,0.941,0.059,577.56,0.0116,53,0,0,-1.294,-2.9747
v34_etf_defensive_momentum_50000_3asset_40d,50000.0,defensive,momentum,3,40,False,True,0.2482,0.059,0.1368,-0.3786,0.5842,0.8476,92381.4,3.14,0.9177,0.0823,2085.5,0.0417,241,0,1,-0.5928,-1.9078
v34_etf_balanced_momentum_200000_3asset_40d,200000.0,balanced,momentum,3,40,False,True,0.2424,0.0734,0.1997,-0.5228,0.5685,0.9358,387158.7,3.09,0.9841,0.0159,10382.4,0.0519,276,0,0,-0.5157,-1.8607
v34_etf_balanced_momentum_100000_3asset_40d,100000.0,balanced,momentum,3,40,False,True,0.2388,0.0726,0.1994,-0.5234,0.5682,0.9184,191843.99,2.77,0.9619,0.0381,5350.31,0.0535,267,26,0,-0.52,-1.8652
v34_etf_balanced_momentum_50000_3asset_40d,50000.0,balanced,momentum,3,40,False,True,0.2349,0.0717,0.1988,-0.5249,0.5682,0.8994,94968.08,2.64,0.9408,0.0592,2884.72,0.0577,257,36,0,-0.5253,-1.8747
v34_etf_defensive_defensive_200000_2asset_20d,200000.0,defensive,defensive,2,20,False,True,0.2265,0.0499,0.1098,-0.2991,0.6714,0.7208,344166.07,1.8,0.9644,0.0356,9987.33,0.0499,249,0,0,-0.7606,-2.1129
v34_etf_ultra_guard_defensive_50000_2asset_20d,50000.0,ultra_guard,defensive,2,20,False,True,0.2264,0.0358,0.0477,-0.1625,0.7143,0.5362,76811.9,1.44,0.9012,0.0988,1069.9,0.0214,140,3,0,-0.8112,-1.3993
v34_etf_balanced_momentum_200000_2asset_40d,200000.0,balanced,momentum,2,40,False,True,0.2218,0.072,0.2119,-0.5258,0.5705,0.8439,368775.34,2.42,0.9828,0.0172,12368.36,0.0618,203,0,0,-0.5126,-1.8209
v34_etf_defensive_defensive_100000_2asset_20d,100000.0,defensive,defensive,2,20,False,True,0.2207,0.0492,0.1097,-0.3,0.6714,0.7072,170717.81,1.8,0.9465,0.0535,5057.19,0.0506,240,0,0,-0.7706,-2.1263
v34_etf_balanced_momentum_100000_2asset_40d,100000.0,balanced,momentum,2,40,False,True,0.2194,0.0714,0.2116,-0.5263,0.5698,0.832,183204.37,2.06,0.9659,0.0341,6288.23,0.0629,198,29,0,-0.5158,-1.8245
v34_etf_balanced_momentum_50000_2asset_40d,50000.0,balanced,momentum,2,40,False,True,0.2152,0.0705,0.2114,-0.5282,0.5695,0.8119,90595.66,1.9,0.9441,0.0559,3227.04,0.0645,196,42,0,-0.5215,-1.8308
v34_etf_capital_guard_momentum_200000_1asset_60d,200000.0,capital_guard,momentum,1,60,False,True,0.2148,0.0486,0.1097,-0.2599,0.6541,0.6932,338642.48,1.52,0.976,0.024,4296.72,0.0215,78,0,0,-1.3875,-2.7996
v34_etf_defensive_defensive_50000_2asset_20d,50000.0,defensive,defensive,2,20,False,True,0.2144,0.0484,0.1089,-0.2947,0.671,0.6907,84536.78,1.8,0.9215,0.0785,2724.72,0.0545,228,0,0,-0.7769,-2.1504
v34_etf_capital_guard_defensive_200000_1asset_60d,200000.0,capital_guard,defensive,1,60,False,True,0.1966,0.0452,0.1029,-0.2595,0.7098,0.6396,327928.13,1.25,0.9591,0.0409,3608.47,0.018,49,0,0,-1.3143,-3.0875
v34_etf_capital_guard_defensive_100000_1asset_60d,100000.0,capital_guard,defensive,1,60,False,True,0.1906,0.0446,0.1029,-0.2596,0.7098,0.6271,162708.5,1.25,0.9399,0.0601,1804.8,0.018,49,0,0,-1.4234,-3.3438
v34_etf_capital_guard_defensive_50000_1asset_60d,50000.0,capital_guard,defensive,1,60,False,True,0.1828,0.0438,0.1027,-0.2591,0.7098,0.6107,80533.73,1.25,0.9195,0.0805,891.27,0.0178,48,0,0,-1.3807,-3.2391
v34_etf_capital_guard_momentum_100000_1asset_60d,100000.0,capital_guard,momentum,1,60,False,True,0.1808,0.0446,0.1082,-0.2595,0.6537,0.6146,161461.0,1.52,0.9592,0.0408,2087.8,0.0209,73,0,0,-1.5922,-3.0498
v34_etf_ultra_guard_defensive_200000_1asset_60d,200000.0,ultra_guard,defensive,1,60,False,True,0.1748,0.0349,0.0564,-0.157,0.7124,0.51,301996.95,1.23,0.9543,0.0457,1882.25,0.0094,44,0,0,-1.3963,-2.9726
v34_etf_ultra_guard_defensive_100000_1asset_60d,100000.0,ultra_guard,defensive,1,60,False,True,0.1696,0.0346,0.0563,-0.1572,0.7124,0.5043,150434.03,1.23,0.9428,0.0572,910.37,0.0091,43,0,0,-1.5349,-3.2954
v34_etf_ultra_guard_defensive_50000_1asset_60d,50000.0,ultra_guard,defensive,1,60,False,True,0.1604,0.034,0.056,-0.1564,0.7124,0.4941,74704.9,1.23,0.9198,0.0802,466.6,0.0093,43,0,0,-1.8405,-4.0078
