name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_asset_exposure,avg_cash_weight,total_fees,fees_pct_initial_capital,orders,lot_blocked_targets,cash_blocked_buys,avg_oos_sharpe,min_oos_sharpe
v34_etf_ultra_guard_momentum_200000_1asset_20d,200000.0,ultra_guard,momentum,1,20,False,True,0.5997,0.0703,0.0755,-0.1748,0.6736,1.3049,460987.94,1.5,0.9661,0.0339,5246.76,0.0262,184,0,1,-0.3613,-1.5673
v34_etf_balanced_risk_adjusted_200000_1asset_40d,200000.0,balanced,risk_adjusted,1,40,False,True,0.5695,0.141,0.2037,-0.479,0.6771,3.4278,885557.58,1.44,0.976,0.024,20017.02,0.1001,94,0,0,-0.062,-1.1404
v34_etf_balanced_risk_adjusted_100000_1asset_40d,100000.0,balanced,risk_adjusted,1,40,False,True,0.5678,0.1406,0.2037,-0.479,0.6768,3.4076,440760.01,1.41,0.9653,0.0347,9988.39,0.0999,92,2,0,-0.0636,-1.1436
v34_etf_capital_guard_risk_adjusted_200000_1asset_40d,200000.0,capital_guard,risk_adjusted,1,40,False,True,0.5648,0.0888,0.113,-0.3241,0.7156,1.7759,555176.2,1.28,0.9642,0.0358,6214.3,0.0311,76,0,0,0.0025,-0.8028
v34_etf_balanced_risk_adjusted_50000_1asset_40d,50000.0,balanced,risk_adjusted,1,40,False,True,0.5643,0.1399,0.2036,-0.4792,0.663,3.3675,218377.25,1.12,0.9471,0.0529,5018.35,0.1004,90,25,0,-0.0656,-1.1428
v34_etf_capital_guard_risk_adjusted_100000_1asset_40d,100000.0,capital_guard,risk_adjusted,1,40,False,True,0.5616,0.0884,0.1129,-0.3241,0.7156,1.7617,276167.36,1.28,0.9541,0.0459,3128.24,0.0313,74,0,0,0.0034,-0.8013
v34_etf_ultra_guard_momentum_100000_1asset_20d,100000.0,ultra_guard,momentum,1,20,False,True,0.5575,0.0669,0.0752,-0.1752,0.6736,1.2122,221215.51,1.5,0.949,0.051,2750.59,0.0275,176,0,1,-0.3684,-1.5731
v34_etf_capital_guard_risk_adjusted_50000_1asset_40d,50000.0,capital_guard,risk_adjusted,1,40,False,True,0.5537,0.0867,0.1114,-0.3241,0.7165,1.7085,135424.86,1.28,0.9219,0.0781,1507.74,0.0302,70,0,0,-0.0084,-0.8254
v34_etf_ultra_guard_momentum_50000_1asset_20d,50000.0,ultra_guard,momentum,1,20,False,True,0.5453,0.0659,0.0749,-0.1739,0.6726,1.1837,109183.77,1.5,0.9201,0.0799,1513.03,0.0303,155,0,1,-0.4066,-1.5959
v34_etf_defensive_risk_adjusted_200000_1asset_40d,200000.0,defensive,risk_adjusted,1,40,False,True,0.5339,0.0918,0.1252,-0.3337,0.6842,1.8302,566039.62,1.4,0.9642,0.0358,9333.18,0.0467,95,0,0,-0.3324,-1.8295
v34_etf_defensive_risk_adjusted_100000_1asset_40d,100000.0,defensive,risk_adjusted,1,40,False,True,0.531,0.0915,0.1252,-0.3336,0.6842,1.8169,281686.84,1.4,0.953,0.047,4653.56,0.0465,93,0,0,-0.3347,-1.8336
v34_etf_defensive_risk_adjusted_50000_1asset_40d,50000.0,defensive,risk_adjusted,1,40,False,True,0.5259,0.0908,0.125,-0.3335,0.6842,1.7928,139641.6,1.4,0.9337,0.0663,2330.8,0.0466,90,0,0,-0.3383,-1.8471
v34_etf_defensive_risk_adjusted_200000_1asset_20d,200000.0,defensive,risk_adjusted,1,20,False,True,0.5242,0.0911,0.1261,-0.3109,0.6739,1.8009,560178.73,1.42,0.9672,0.0328,11641.77,0.0582,166,0,1,-0.2753,-1.8337
v34_etf_defensive_risk_adjusted_100000_1asset_20d,100000.0,defensive,risk_adjusted,1,20,False,True,0.5208,0.0907,0.1261,-0.3108,0.6739,1.785,278497.43,1.42,0.9544,0.0456,5896.87,0.059,156,0,1,-0.2785,-1.8358
v34_etf_defensive_risk_adjusted_50000_1asset_20d,50000.0,defensive,risk_adjusted,1,20,False,True,0.5133,0.0896,0.1259,-0.3101,0.6739,1.75,137498.41,1.42,0.9341,0.0659,3027.29,0.0605,150,0,1,-0.2806,-1.8451
v34_etf_capital_guard_risk_adjusted_200000_2asset_40d,200000.0,capital_guard,risk_adjusted,2,40,False,True,0.5082,0.0748,0.0979,-0.2858,0.7079,1.3787,475741.86,1.67,0.9734,0.0266,5223.74,0.0261,121,0,1,-0.3593,-1.2997
v34_etf_balanced_risk_adjusted_200000_1asset_20d,200000.0,balanced,risk_adjusted,1,20,False,True,0.5078,0.129,0.2049,-0.4742,0.6682,2.8059,761179.78,1.46,0.9785,0.0215,21929.62,0.1096,156,0,1,-0.0454,-1.1451
v34_etf_balanced_risk_adjusted_100000_1asset_20d,100000.0,balanced,risk_adjusted,1,20,False,True,0.5062,0.1287,0.2048,-0.4741,0.6672,2.7898,378979.36,1.42,0.9697,0.0303,10999.54,0.11,150,6,1,-0.0471,-1.1474
v34_etf_capital_guard_risk_adjusted_100000_2asset_40d,100000.0,capital_guard,risk_adjusted,2,40,False,True,0.506,0.0745,0.0978,-0.2857,0.7076,1.3708,237083.12,1.67,0.9634,0.0366,2656.88,0.0266,117,0,1,-0.3727,-1.3603
v34_etf_ultra_guard_momentum_200000_3asset_20d,200000.0,ultra_guard,momentum,3,20,False,True,0.5046,0.0555,0.0605,-0.1577,0.6621,0.945,389004.45,2.59,0.9572,0.0428,4988.45,0.0249,374,0,0,-0.2689,-1.2408
v34_etf_ultra_guard_momentum_200000_2asset_40d,200000.0,ultra_guard,momentum,2,40,False,True,0.5025,0.0566,0.063,-0.1729,0.6685,0.968,393608.54,2.05,0.963,0.037,3360.76,0.0168,166,0,0,-0.2438,-1.0579
v34_etf_balanced_risk_adjusted_50000_1asset_20d,50000.0,balanced,risk_adjusted,1,20,False,True,0.5015,0.1276,0.2047,-0.4741,0.6589,2.7429,187146.4,1.08,0.9443,0.0557,5539.3,0.1108,143,59,1,-0.0481,-1.1481
v34_etf_defensive_risk_adjusted_200000_2asset_60d,200000.0,defensive,risk_adjusted,2,60,False,True,0.4984,0.0817,0.1137,-0.3068,0.6765,1.5377,507549.9,1.85,0.9749,0.0251,5216.7,0.0261,96,0,0,-0.9717,-2.9152
v34_etf_capital_guard_risk_adjusted_50000_2asset_40d,50000.0,capital_guard,risk_adjusted,2,40,False,True,0.4975,0.0735,0.0975,-0.2855,0.7076,1.3432,117158.91,1.67,0.9432,0.0568,1388.59,0.0278,110,0,0,-0.3985,-1.4199
v34_etf_ultra_guard_momentum_100000_3asset_20d,100000.0,ultra_guard,momentum,3,20,False,True,0.4972,0.0549,0.0601,-0.1556,0.6624,0.9297,192972.86,2.57,0.9492,0.0508,3148.34,0.0315,356,4,0,-0.2924,-1.246
v34_etf_ultra_guard_momentum_100000_2asset_40d,100000.0,ultra_guard,momentum,2,40,False,True,0.4963,0.0562,0.0628,-0.1725,0.6678,0.9568,195676.6,2.05,0.9517,0.0483,1829.0,0.0183,158,0,1,-0.2624,-1.0744
v34_etf_defensive_risk_adjusted_100000_2asset_60d,100000.0,defensive,risk_adjusted,2,60,False,True,0.494,0.0811,0.1137,-0.3073,0.6765,1.5216,252155.77,1.85,0.962,0.038,2650.73,0.0265,94,0,0,-1.0483,-3.0943
v34_etf_defensive_risk_adjusted_50000_2asset_60d,50000.0,defensive,risk_adjusted,2,60,False,True,0.4921,0.0808,0.1134,-0.3059,0.6768,1.5116,125579.16,1.85,0.9568,0.0432,1385.24,0.0277,91,0,0,-1.0322,-3.0552
v34_etf_ultra_guard_momentum_200000_3asset_40d,200000.0,ultra_guard,momentum,3,40,False,True,0.4893,0.0545,0.0602,-0.1817,0.6691,0.9196,383913.71,2.51,0.9607,0.0393,3111.09,0.0156,205,0,0,-0.4143,-1.1986
v34_etf_capital_guard_defensive_200000_1asset_40d,200000.0,capital_guard,defensive,1,40,False,True,0.4879,0.0781,0.1089,-0.3242,0.7213,1.4453,489069.04,1.23,0.9625,0.0375,5597.66,0.028,67,0,0,-0.1115,-0.7981
v34_etf_capital_guard_defensive_100000_1asset_40d,100000.0,capital_guard,defensive,1,40,False,True,0.4847,0.0777,0.1088,-0.3241,0.7213,1.4333,243325.13,1.23,0.9491,0.0509,2795.17,0.028,67,0,0,-0.1207,-0.8125
v34_etf_ultra_guard_momentum_50000_2asset_40d,50000.0,ultra_guard,momentum,2,40,False,True,0.4846,0.0552,0.0623,-0.1713,0.6666,0.9336,96678.63,2.03,0.9359,0.0641,1221.87,0.0244,153,2,0,-0.2764,-1.0727
v34_etf_capital_guard_defensive_50000_1asset_40d,50000.0,capital_guard,defensive,1,40,False,True,0.4837,0.0768,0.1071,-0.3231,0.7217,1.4118,120591.74,1.23,0.9265,0.0735,1361.26,0.0272,66,0,0,-0.1291,-0.8103
v34_etf_capital_guard_momentum_200000_3asset_20d,200000.0,capital_guard,momentum,3,20,False,True,0.4822,0.0705,0.0944,-0.2733,0.6422,1.2664,453280.84,2.63,0.9732,0.0268,8207.56,0.041,417,0,0,-0.4518,-1.7933
v34_etf_ultra_guard_momentum_100000_3asset_40d,100000.0,ultra_guard,momentum,3,40,False,True,0.4822,0.0539,0.06,-0.1813,0.6691,0.9073,190734.4,2.48,0.9473,0.0527,1838.2,0.0184,196,3,0,-0.4197,-1.209
v34_etf_capital_guard_momentum_100000_3asset_20d,100000.0,capital_guard,momentum,3,20,False,True,0.4816,0.0699,0.0933,-0.2718,0.6419,1.2526,225258.89,2.63,0.9623,0.0377,4486.01,0.0449,396,0,0,-0.4932,-1.8374
v34_etf_capital_guard_momentum_50000_3asset_20d,50000.0,capital_guard,momentum,3,20,False,True,0.4791,0.0726,0.0994,-0.2699,0.64,1.3128,115640.41,2.59,0.9429,0.0571,2773.69,0.0555,345,0,0,-0.5664,-2.1478
v34_etf_ultra_guard_momentum_200000_2asset_60d,200000.0,ultra_guard,momentum,2,60,False,True,0.4756,0.0551,0.0633,-0.1853,0.664,0.9301,386013.25,2.02,0.9582,0.0418,2546.75,0.0127,117,0,0,-0.4477,-1.6635
v34_etf_defensive_risk_adjusted_200000_3asset_60d,200000.0,defensive,risk_adjusted,3,60,False,True,0.4738,0.0766,0.109,-0.321,0.6726,1.4005,480109.72,2.27,0.973,0.027,4656.28,0.0233,128,0,0,-0.9243,-2.9492
v34_etf_defensive_defensive_200000_3asset_60d,200000.0,defensive,defensive,3,60,False,True,0.4725,0.0749,0.1056,-0.3219,0.6829,1.3592,471842.68,2.21,0.9677,0.0323,4928.92,0.0246,126,0,0,-0.8925,-2.8851
v34_etf_balanced_defensive_200000_1asset_40d,200000.0,balanced,defensive,1,40,False,True,0.4712,0.1139,0.1887,-0.4789,0.7108,2.2841,656823.39,1.31,0.9732,0.0268,15220.11,0.0761,79,0,0,0.1869,-0.7451
v34_etf_ultra_guard_momentum_100000_2asset_60d,100000.0,ultra_guard,momentum,2,60,False,True,0.4707,0.0547,0.0631,-0.1857,0.6653,0.9209,192090.29,2.02,0.9504,0.0496,1394.91,0.0139,113,0,0,-0.4685,-1.7029
v34_etf_balanced_defensive_100000_1asset_40d,100000.0,balanced,defensive,1,40,False,True,0.4695,0.1136,0.1887,-0.4788,0.7104,2.2706,327061.48,1.28,0.9647,0.0353,7574.62,0.0757,77,2,0,0.1854,-0.7444
v34_etf_defensive_risk_adjusted_100000_3asset_60d,100000.0,defensive,risk_adjusted,3,60,False,True,0.4692,0.076,0.1088,-0.3211,0.6726,1.3831,238314.6,2.27,0.9598,0.0402,2389.8,0.0239,124,0,0,-0.8955,-2.8781
v34_etf_defensive_defensive_100000_3asset_60d,100000.0,defensive,defensive,3,60,False,True,0.4682,0.0742,0.1051,-0.3198,0.6829,1.3412,234122.5,2.21,0.9539,0.0461,2498.4,0.025,122,0,0,-0.9691,-3.0637
v34_etf_defensive_defensive_200000_1asset_40d,200000.0,defensive,defensive,1,40,False,True,0.468,0.0818,0.1215,-0.3335,0.6883,1.5146,502915.59,1.35,0.9603,0.0397,8883.21,0.0444,89,0,0,-0.424,-1.8284
v34_etf_balanced_defensive_50000_1asset_40d,50000.0,balanced,defensive,1,40,False,True,0.4654,0.1127,0.1885,-0.4788,0.6983,2.2379,161896.85,1.03,0.9394,0.0606,3787.65,0.0758,76,23,0,0.1797,-0.7518
v34_etf_defensive_defensive_100000_1asset_40d,100000.0,defensive,defensive,1,40,False,True,0.4639,0.0813,0.1215,-0.3338,0.6883,1.4993,249926.8,1.35,0.9453,0.0547,4433.6,0.0443,86,0,0,-0.4284,-1.8307
v34_etf_defensive_risk_adjusted_50000_3asset_60d,50000.0,defensive,risk_adjusted,3,60,False,True,0.4626,0.075,0.1081,-0.3179,0.6726,1.3546,117730.5,2.27,0.9363,0.0637,1352.3,0.027,120,0,0,-1.0754,-3.2982
v34_etf_ultra_guard_momentum_50000_3asset_20d,50000.0,ultra_guard,momentum,3,20,False,True,0.4617,0.0525,0.0595,-0.1562,0.664,0.8742,93712.08,2.49,0.9084,0.0916,2214.02,0.0443,323,15,0,-0.3186,-1.3137
v34_etf_ultra_guard_risk_adjusted_200000_1asset_40d,200000.0,ultra_guard,risk_adjusted,1,40,False,True,0.4616,0.0561,0.0674,-0.1979,0.7194,0.9484,389682.76,1.24,0.9587,0.0413,3227.64,0.0161,73,0,0,-0.185,-0.8885
v34_etf_capital_guard_momentum_200000_2asset_20d,200000.0,capital_guard,momentum,2,20,False,True,0.4614,0.0716,0.101,-0.2897,0.6464,1.2791,455822.45,2.14,0.972,0.028,8108.85,0.0405,318,0,0,-0.439,-1.5902
v34_etf_ultra_guard_momentum_200000_3asset_60d,200000.0,ultra_guard,momentum,3,60,False,True,0.4602,0.053,0.0609,-0.1977,0.6746,0.8849,376985.25,2.46,0.9577,0.0423,2136.55,0.0107,138,0,0,-0.6042,-1.6154
v34_etf_defensive_defensive_50000_3asset_60d,50000.0,defensive,defensive,3,60,False,True,0.4592,0.0731,0.1046,-0.3181,0.6826,1.3093,115463.12,2.21,0.9284,0.0716,1378.78,0.0276,121,0,0,-1.1418,-3.4682
v34_etf_defensive_defensive_50000_1asset_40d,50000.0,defensive,defensive,1,40,False,True,0.4582,0.0806,0.1213,-0.3333,0.6883,1.4761,123803.51,1.35,0.9264,0.0736,2209.89,0.0442,85,0,0,-0.4343,-1.8519
v34_etf_ultra_guard_momentum_50000_3asset_40d,50000.0,ultra_guard,momentum,3,40,False,True,0.4581,0.0522,0.0594,-0.18,0.6691,0.8683,93413.17,2.44,0.9088,0.0912,1305.63,0.0261,184,6,0,-0.4705,-1.2871
v34_etf_capital_guard_momentum_100000_2asset_20d,100000.0,capital_guard,momentum,2,20,False,True,0.458,0.071,0.1004,-0.2897,0.6461,1.2633,226333.97,2.14,0.9643,0.0357,4397.43,0.044,311,0,0,-0.4508,-1.6231
v34_etf_ultra_guard_risk_adjusted_100000_1asset_40d,100000.0,ultra_guard,risk_adjusted,1,40,False,True,0.4571,0.0558,0.0673,-0.1979,0.7194,0.9404,194043.22,1.24,0.9493,0.0507,1649.88,0.0165,71,0,0,-0.1907,-0.9043
v34_etf_ultra_guard_momentum_50000_2asset_60d,50000.0,ultra_guard,momentum,2,60,False,True,0.457,0.0536,0.0625,-0.182,0.6592,0.895,94748.87,2.02,0.9374,0.0626,926.03,0.0185,114,1,0,-0.5004,-1.6895
v34_etf_balanced_risk_adjusted_200000_2asset_60d,200000.0,balanced,risk_adjusted,2,60,False,True,0.4566,0.1027,0.1702,-0.4322,0.6416,1.9802,596049.09,1.89,0.9908,0.0092,11173.11,0.0559,111,0,0,0.0353,-0.4532
v34_etf_capital_guard_momentum_50000_2asset_20d,50000.0,capital_guard,momentum,2,20,False,True,0.4565,0.0704,0.0995,-0.2854,0.647,1.2497,112487.12,2.13,0.9375,0.0625,2675.18,0.0535,301,0,0,-0.4915,-1.8397
v34_etf_capital_guard_momentum_200000_2asset_60d,200000.0,capital_guard,momentum,2,60,False,True,0.4547,0.0742,0.1081,-0.2992,0.6422,1.3301,466015.84,2.08,0.975,0.025,4925.66,0.0246,126,0,0,-0.1513,-1.0825
v34_etf_ultra_guard_defensive_200000_2asset_60d,200000.0,ultra_guard,defensive,2,60,False,True,0.4545,0.0487,0.0521,-0.1854,0.714,0.797,359396.6,1.46,0.9571,0.0429,1915.1,0.0096,67,0,0,-1.2108,-2.8214
v34_etf_balanced_risk_adjusted_100000_2asset_60d,100000.0,balanced,risk_adjusted,2,60,False,True,0.4541,0.1023,0.1701,-0.4321,0.6413,1.9634,296335.63,1.87,0.9799,0.0201,5568.37,0.0557,106,1,0,0.0249,-0.4686
v34_etf_ultra_guard_momentum_200000_2asset_20d,200000.0,ultra_guard,momentum,2,20,False,True,0.4539,0.0532,0.062,-0.1668,0.6717,0.8864,377273.34,2.07,0.9593,0.0407,4896.66,0.0245,287,0,0,-0.1861,-1.1613
v34_etf_capital_guard_momentum_50000_2asset_60d,50000.0,capital_guard,momentum,2,60,False,True,0.4536,0.0736,0.1071,-0.2956,0.6438,1.3163,115816.19,2.08,0.9364,0.0636,1394.11,0.0279,120,0,0,-0.0769,-0.6132
v34_etf_ultra_guard_momentum_100000_3asset_60d,100000.0,ultra_guard,momentum,3,60,False,True,0.4523,0.0523,0.0604,-0.195,0.6742,0.8688,186877.18,2.46,0.9404,0.0596,1256.02,0.0126,133,0,0,-0.6407,-1.6208
v34_etf_balanced_risk_adjusted_200000_2asset_40d,200000.0,balanced,risk_adjusted,2,40,False,True,0.4516,0.104,0.1749,-0.4277,0.6534,1.9975,599502.25,1.89,0.9894,0.0106,15731.35,0.0787,156,0,1,-0.2391,-1.0966
v34_etf_balanced_risk_adjusted_50000_2asset_60d,50000.0,balanced,risk_adjusted,2,60,False,True,0.4505,0.1016,0.17,-0.4325,0.6413,1.9399,146993.68,1.62,0.9634,0.0366,2834.02,0.0567,104,15,0,0.017,-0.4679
v34_etf_capital_guard_momentum_100000_2asset_60d,100000.0,capital_guard,momentum,2,60,False,True,0.4504,0.0736,0.108,-0.299,0.6422,1.3156,231564.12,2.08,0.9602,0.0398,2538.18,0.0254,125,0,0,-0.1641,-1.1016
v34_etf_defensive_defensive_200000_2asset_60d,200000.0,defensive,defensive,2,60,False,True,0.4499,0.0742,0.1093,-0.3071,0.6855,1.3269,465375.89,1.81,0.9684,0.0316,5434.51,0.0272,96,0,0,-1.0842,-2.9979
v34_etf_balanced_risk_adjusted_100000_2asset_40d,100000.0,balanced,risk_adjusted,2,40,False,True,0.4498,0.1036,0.1747,-0.4272,0.6534,1.9834,298339.7,1.86,0.9804,0.0196,7884.6,0.0788,151,2,0,-0.2424,-1.1046
v34_etf_ultra_guard_momentum_200000_1asset_40d,200000.0,ultra_guard,momentum,1,40,False,True,0.4463,0.0586,0.0753,-0.1981,0.6742,0.9949,398982.94,1.47,0.9609,0.0391,4062.96,0.0203,107,0,0,-0.4205,-1.2818
v34_etf_ultra_guard_momentum_100000_2asset_20d,100000.0,ultra_guard,momentum,2,20,False,True,0.4462,0.0526,0.0619,-0.1674,0.672,0.8738,187380.54,2.07,0.9502,0.0498,2767.26,0.0277,275,0,0,-0.1915,-1.1583
v34_etf_balanced_risk_adjusted_50000_2asset_40d,50000.0,balanced,risk_adjusted,2,40,False,True,0.4452,0.1027,0.1746,-0.4275,0.6531,1.953,147648.65,1.56,0.9618,0.0382,3995.35,0.0799,148,26,0,-0.2472,-1.1158
v34_etf_ultra_guard_defensive_100000_2asset_60d,100000.0,ultra_guard,defensive,2,60,False,True,0.4452,0.0481,0.0518,-0.1841,0.714,0.7837,178374.65,1.46,0.9376,0.0624,1006.35,0.0101,68,0,0,-1.4474,-3.3699
v34_etf_defensive_defensive_100000_2asset_60d,100000.0,defensive,defensive,2,60,False,True,0.4448,0.0735,0.1091,-0.3061,0.6858,1.3086,230856.72,1.81,0.9503,0.0497,2727.98,0.0273,94,0,0,-1.1545,-3.1617
v34_etf_balanced_momentum_200000_1asset_20d,200000.0,balanced,momentum,1,20,False,True,0.442,0.1364,0.252,-0.5868,0.5887,2.6428,728556.56,1.76,0.9805,0.0195,25016.54,0.1251,223,0,1,0.228,-1.1559
v34_etf_defensive_defensive_50000_2asset_60d,50000.0,defensive,defensive,2,60,False,True,0.442,0.073,0.1087,-0.3051,0.6855,1.2965,114827.37,1.81,0.9425,0.0575,1432.63,0.0287,93,0,0,-1.132,-3.1069
v34_etf_capital_guard_momentum_200000_1asset_20d,200000.0,capital_guard,momentum,1,20,False,True,0.4413,0.0783,0.1208,-0.3009,0.6541,1.4089,481779.21,1.53,0.969,0.031,9678.49,0.0484,184,0,2,-0.584,-2.1658
v34_etf_ultra_guard_risk_adjusted_100000_2asset_60d,100000.0,ultra_guard,risk_adjusted,2,60,False,True,0.4409,0.0497,0.0561,-0.1838,0.7194,0.8162,181616.86,1.62,0.9501,0.0499,1131.94,0.0113,82,0,0,-1.2148,-2.9137
v34_etf_balanced_momentum_100000_1asset_20d,100000.0,balanced,momentum,1,20,False,True,0.4402,0.1359,0.2519,-0.5864,0.5858,2.6213,362130.43,1.51,0.9673,0.0327,12608.67,0.1261,215,38,1,0.2266,-1.1596
v34_etf_balanced_risk_adjusted_200000_3asset_20d,200000.0,balanced,risk_adjusted,3,20,False,True,0.4399,0.0963,0.1621,-0.4351,0.647,1.7992,559839.6,2.35,0.9851,0.0149,17600.9,0.088,353,0,0,-0.1818,-1.1655
v34_etf_capital_guard_defensive_200000_1asset_20d,200000.0,capital_guard,defensive,1,20,False,True,0.439,0.0683,0.0987,-0.3011,0.7255,1.1942,438835.57,1.19,0.956,0.044,4123.13,0.0206,92,0,0,-0.6437,-1.8287
v34_etf_ultra_guard_risk_adjusted_200000_2asset_60d,200000.0,ultra_guard,risk_adjusted,2,60,False,True,0.4389,0.0498,0.0565,-0.1865,0.7245,0.8164,363283.69,1.62,0.9581,0.0419,2048.81,0.0102,79,0,0,-1.2097,-2.911
v34_etf_capital_guard_defensive_100000_1asset_20d,100000.0,capital_guard,defensive,1,20,False,True,0.4384,0.0682,0.0985,-0.3006,0.7252,1.1911,219106.64,1.19,0.9519,0.0481,2114.06,0.0211,88,0,0,-0.6452,-1.8333
v34_etf_capital_guard_momentum_100000_1asset_20d,100000.0,capital_guard,momentum,1,20,False,True,0.4383,0.0779,0.1207,-0.3007,0.6537,1.3973,239731.78,1.53,0.9594,0.0406,4949.82,0.0495,172,0,1,-0.5871,-2.1704
v34_etf_balanced_momentum_50000_1asset_20d,50000.0,balanced,momentum,1,20,False,True,0.4379,0.1352,0.2517,-0.5862,0.575,2.5928,179641.14,1.12,0.9427,0.0573,6315.56,0.1263,198,99,1,0.2223,-1.163
v34_etf_balanced_risk_adjusted_100000_3asset_20d,100000.0,balanced,risk_adjusted,3,20,False,True,0.436,0.0956,0.162,-0.4356,0.6467,1.7765,277652.23,2.32,0.9745,0.0255,9003.87,0.09,351,4,0,-0.1847,-1.1788
v34_etf_ultra_guard_momentum_50000_3asset_60d,50000.0,ultra_guard,momentum,3,60,False,True,0.4346,0.051,0.0597,-0.1922,0.6749,0.8387,91937.02,2.4,0.9049,0.0951,874.28,0.0175,120,3,0,-0.6981,-1.6685
v34_etf_capital_guard_momentum_50000_1asset_20d,50000.0,capital_guard,momentum,1,20,False,True,0.4335,0.0773,0.1205,-0.3007,0.6531,1.3788,118938.94,1.53,0.9487,0.0513,2650.96,0.053,167,0,1,-0.5884,-2.1729
v34_etf_ultra_guard_momentum_50000_2asset_20d,50000.0,ultra_guard,momentum,2,20,False,True,0.4335,0.0514,0.061,-0.1644,0.6726,0.8477,92386.42,2.03,0.9085,0.0915,1771.18,0.0354,238,6,0,-0.287,-1.2211
v34_etf_balanced_risk_adjusted_50000_3asset_20d,50000.0,balanced,risk_adjusted,3,20,False,True,0.4326,0.0947,0.1611,-0.4318,0.6461,1.7497,137485.39,2.12,0.9535,0.0465,4789.21,0.0958,337,36,0,-0.1953,-1.1994
v34_etf_capital_guard_defensive_200000_2asset_60d,200000.0,capital_guard,defensive,2,60,False,True,0.4325,0.0641,0.0904,-0.2987,0.7095,1.1026,420527.19,1.5,0.9616,0.0384,3757.81,0.0188,73,0,0,-1.1444,-2.9733
v34_etf_ultra_guard_risk_adjusted_200000_3asset_60d,200000.0,ultra_guard,risk_adjusted,3,60,False,True,0.4324,0.0484,0.0541,-0.1976,0.721,0.7883,357665.58,1.85,0.964,0.036,2036.92,0.0102,100,0,0,-0.9349,-2.7939
v34_etf_ultra_guard_risk_adjusted_50000_2asset_60d,50000.0,ultra_guard,risk_adjusted,2,60,False,True,0.4314,0.0491,0.0559,-0.1833,0.7184,0.8022,90107.55,1.62,0.9396,0.0604,724.35,0.0145,80,0,0,-1.1939,-2.8417
v34_etf_ultra_guard_defensive_50000_2asset_60d,50000.0,ultra_guard,defensive,2,60,False,True,0.4309,0.0472,0.0515,-0.1837,0.7133,0.7647,88232.7,1.46,0.9074,0.0926,636.8,0.0127,67,0,0,-1.7133,-3.9477
v34_etf_capital_guard_risk_adjusted_200000_2asset_60d,200000.0,capital_guard,risk_adjusted,2,60,False,True,0.4288,0.0682,0.1008,-0.2986,0.7127,1.1857,437137.07,1.62,0.9697,0.0303,3819.33,0.0191,80,0,0,-1.14,-2.9567
v34_etf_capital_guard_defensive_50000_1asset_20d,50000.0,capital_guard,defensive,1,20,False,True,0.4281,0.0675,0.0992,-0.3,0.7236,1.1697,108483.56,1.2,0.9126,0.0874,1231.74,0.0246,87,0,0,-0.7269,-2.1627
v34_etf_capital_guard_defensive_200000_2asset_40d,200000.0,capital_guard,defensive,2,40,False,True,0.4272,0.0643,0.0921,-0.2858,0.7127,1.1053,421058.75,1.51,0.9642,0.0358,5475.45,0.0274,108,0,0,-0.4007,-0.8883
v34_etf_capital_guard_defensive_100000_2asset_60d,100000.0,capital_guard,defensive,2,60,False,True,0.4269,0.0635,0.0903,-0.2992,0.7098,1.0887,208870.06,1.5,0.9455,0.0545,1871.44,0.0187,70,0,0,-1.2264,-3.1649
v34_etf_capital_guard_risk_adjusted_200000_1asset_20d,200000.0,capital_guard,risk_adjusted,1,20,False,True,0.4263,0.0719,0.1099,-0.3008,0.7136,1.2595,451903.02,1.28,0.96,0.04,6384.98,0.0319,118,0,0,-0.0317,-0.8366
v34_etf_capital_guard_defensive_100000_2asset_40d,100000.0,capital_guard,defensive,2,40,False,True,0.4258,0.0642,0.092,-0.2857,0.713,1.1007,210074.46,1.51,0.9588,0.0412,2780.84,0.0278,105,0,0,-0.4013,-0.8879
v34_etf_capital_guard_risk_adjusted_100000_2asset_60d,100000.0,capital_guard,risk_adjusted,2,60,False,True,0.4253,0.0678,0.1007,-0.2983,0.713,1.1754,217537.59,1.62,0.961,0.039,1945.51,0.0195,76,0,0,-1.1183,-2.9028
v34_etf_capital_guard_defensive_50000_3asset_60d,50000.0,capital_guard,defensive,3,60,False,True,0.4251,0.059,0.0799,-0.313,0.7133,0.9952,99757.87,1.65,0.9135,0.0865,869.83,0.0174,84,0,0,-1.2771,-3.5942
v34_etf_balanced_risk_adjusted_200000_3asset_60d,200000.0,balanced,risk_adjusted,3,60,False,True,0.4229,0.0913,0.1568,-0.4457,0.6365,1.66,531998.2,2.39,0.989,0.011,9067.2,0.0453,149,0,0,0.0781,-1.3015
v34_etf_capital_guard_risk_adjusted_50000_1asset_20d,50000.0,capital_guard,risk_adjusted,1,20,False,True,0.4222,0.0713,0.1097,-0.301,0.7111,1.245,112249.48,1.29,0.91,0.09,1756.52,0.0351,110,0,0,-0.0493,-0.8489
