panel,offset,max_symbols,missing_symbols,first_code,last_code,command,start,end,missing_dates,cadence
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20241104 QUANT_FLOW_MARGIN_END=20241129 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20241104,20241129,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20241202 QUANT_FLOW_MARGIN_END=20241227 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20241202,20241227,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20241230 QUANT_FLOW_MARGIN_END=20250124 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20241230,20250124,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250127 QUANT_FLOW_MARGIN_END=20250221 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250127,20250221,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250224 QUANT_FLOW_MARGIN_END=20250321 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250224,20250321,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250324 QUANT_FLOW_MARGIN_END=20250418 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250324,20250418,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250421 QUANT_FLOW_MARGIN_END=20250516 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250421,20250516,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250519 QUANT_FLOW_MARGIN_END=20250613 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250519,20250613,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250616 QUANT_FLOW_MARGIN_END=20250711 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250616,20250711,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250714 QUANT_FLOW_MARGIN_END=20250808 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250714,20250808,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250811 QUANT_FLOW_MARGIN_END=20250905 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250811,20250905,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20250908 QUANT_FLOW_MARGIN_END=20251003 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20250908,20251003,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20251006 QUANT_FLOW_MARGIN_END=20251031 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20251006,20251031,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20251103 QUANT_FLOW_MARGIN_END=20251128 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20251103,20251128,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20251201 QUANT_FLOW_MARGIN_END=20251226 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20251201,20251226,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20251229 QUANT_FLOW_MARGIN_END=20260123 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20251229,20260123,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20260126 QUANT_FLOW_MARGIN_END=20260220 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20260126,20260220,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20260223 QUANT_FLOW_MARGIN_END=20260320 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20260223,20260320,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20260323 QUANT_FLOW_MARGIN_END=20260417 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20260323,20260417,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20260420 QUANT_FLOW_MARGIN_END=20260515 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20260420,20260515,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20260518 QUANT_FLOW_MARGIN_END=20260528 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20260518,20260528,9.0,
daily_flow_snapshot,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=1 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=1 QUANT_FLOW_FETCH_BIG_DEAL=1 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=1 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SKIP_EXISTING=0 .venv/bin/python scripts/fetch_flow_signals.py,,,,daily_after_close
daily_alt_archive_pipeline,,,,,,.venv/bin/python scripts/run_alt_archive_daily_pipeline.py --archive-date $(date +%Y%m%d),,,,daily_after_all_snapshot_fetches
