panel,offset,max_symbols,missing_symbols,first_code,last_code,command,start,end,missing_dates,cadence
flow,1005.0,25.0,25.0,603667,603899,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1005 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1030.0,25.0,25.0,603915,688005,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1030 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1055.0,25.0,25.0,688006,688110,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1055 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1080.0,25.0,25.0,688114,688200,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1080 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1105.0,25.0,25.0,688206,688332,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1105 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1130.0,25.0,25.0,688333,688469,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1130 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1155.0,25.0,25.0,688475,688630,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1155 QUANT_FLOW_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_flow_signals.py,,,,
flow,1180.0,20.0,20.0,688631,688819,env QUANT_FLOW_SKIP_EXISTING=1 QUANT_FLOW_COMBINE_ALL_EXISTING=1 QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=1 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=0 QUANT_FLOW_SYMBOL_OFFSET=1180 QUANT_FLOW_MAX_SYMBOLS=20 .venv/bin/python scripts/fetch_flow_signals.py,,,,
intraday,0.0,25.0,25.0,000009,000537,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=0 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,25.0,25.0,25.0,000543,000685,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=25 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,50.0,25.0,25.0,000686,000833,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=50 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,75.0,25.0,25.0,000848,000966,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=75 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,100.0,25.0,25.0,000967,002023,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=100 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,125.0,25.0,25.0,002025,002100,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=125 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,150.0,25.0,25.0,002101,002182,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=150 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,175.0,25.0,25.0,002185,002273,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=175 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,200.0,25.0,25.0,002276,002399,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=200 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,225.0,25.0,25.0,002400,002507,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=225 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,250.0,25.0,25.0,002508,002617,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=250 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,275.0,25.0,25.0,002626,002791,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=275 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,300.0,25.0,25.0,002797,002929,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=300 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,325.0,25.0,25.0,002936,300009,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=325 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,350.0,25.0,25.0,300017,300130,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=350 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,375.0,25.0,25.0,300131,300294,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=375 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,400.0,25.0,25.0,300296,300450,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=400 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,425.0,25.0,25.0,300451,300604,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=425 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,450.0,25.0,25.0,300607,300748,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=450 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,475.0,25.0,25.0,300751,300910,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=475 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,500.0,25.0,25.0,300913,301175,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=500 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,525.0,25.0,25.0,301200,301392,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=525 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,550.0,25.0,25.0,301458,600007,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=550 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,575.0,25.0,25.0,600008,600113,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=575 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,600.0,25.0,25.0,600114,600201,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=600 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,625.0,25.0,25.0,600206,600325,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=625 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,650.0,25.0,25.0,600329,600422,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=650 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,675.0,25.0,25.0,600428,600528,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=675 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,700.0,25.0,25.0,600529,600598,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=700 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,725.0,25.0,25.0,600601,600699,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=725 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,750.0,25.0,25.0,600704,600787,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=750 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,775.0,25.0,25.0,600789,600885,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=775 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,800.0,25.0,25.0,600888,600997,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=800 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,825.0,25.0,25.0,600998,601139,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=825 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,850.0,25.0,25.0,601156,601595,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=850 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,875.0,25.0,25.0,601598,601880,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=875 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,900.0,25.0,25.0,601882,603039,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=900 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,925.0,25.0,25.0,603043,603218,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=925 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,950.0,25.0,25.0,603219,603355,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=950 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,975.0,25.0,25.0,603358,603606,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=975 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1000.0,25.0,25.0,603612,603876,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1000 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1025.0,25.0,25.0,603881,605507,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1025 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1050.0,25.0,25.0,605599,688099,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1050 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1075.0,25.0,25.0,688100,688183,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1075 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1100.0,25.0,25.0,688185,688313,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1100 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1125.0,25.0,25.0,688321,688425,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1125 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1150.0,25.0,25.0,688432,688596,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1150 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
intraday,1175.0,25.0,25.0,688599,688819,env QUANT_INTRADAY_SKIP_EXISTING=1 QUANT_INTRADAY_COMBINE_ALL_EXISTING=1 QUANT_INTRADAY_SYMBOL_OFFSET=1175 QUANT_INTRADAY_MAX_SYMBOLS=25 .venv/bin/python scripts/fetch_intraday_microstructure.py,,,,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240101 QUANT_FLOW_MARGIN_END=20240126 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240101,20240126,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240129 QUANT_FLOW_MARGIN_END=20240223 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240129,20240223,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240226 QUANT_FLOW_MARGIN_END=20240322 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240226,20240322,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240325 QUANT_FLOW_MARGIN_END=20240419 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240325,20240419,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240422 QUANT_FLOW_MARGIN_END=20240517 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240422,20240517,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240520 QUANT_FLOW_MARGIN_END=20240614 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240520,20240614,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240617 QUANT_FLOW_MARGIN_END=20240712 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240617,20240712,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240715 QUANT_FLOW_MARGIN_END=20240809 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240715,20240809,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240812 QUANT_FLOW_MARGIN_END=20240906 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240812,20240906,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20240909 QUANT_FLOW_MARGIN_END=20241004 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20240909,20241004,20.0,
margin_short_daily_history,,,,,,env QUANT_FLOW_FETCH_NORTHBOUND_AGGREGATE=0 QUANT_FLOW_FETCH_NORTHBOUND_HOLDINGS=0 QUANT_FLOW_FETCH_MAIN_FUND=0 QUANT_FLOW_FETCH_BIG_DEAL=0 QUANT_FLOW_FETCH_FUND_FLOW_RANKS=0 QUANT_FLOW_FETCH_MARGIN_DETAILS=1 QUANT_FLOW_MARGIN_START=20241007 QUANT_FLOW_MARGIN_END=20241101 QUANT_FLOW_SKIP_EXISTING=1 .venv/bin/python scripts/fetch_flow_signals.py,20241007,20241101,20.0,
