name,capital,stock_alpha_cap,crisis_cap,relative_improvement_gate_passes,production_minimum_gate_passes,stock_execution_gate_passes,annual_return,sharpe_ratio,max_drawdown,avg_oos_sharpe,min_oos_sharpe,annual_return_delta,avg_target_stock,avg_target_crisis,avg_stock_holdings,max_actual_risk_exposure
v40_200000_stock7_crisis22,200000.0,0.07,0.22,True,False,True,0.0598,0.4341,-0.1435,0.2258,-0.4707,0.0132,0.0089,0.0911,0.5,0.9398
v40_200000_stock7_crisis20,200000.0,0.07,0.2,True,False,True,0.0593,0.4294,-0.1435,0.2061,-0.5083,0.0132,0.0084,0.0828,0.47,0.9399
v40_200000_stock6_crisis22,200000.0,0.063,0.22,True,False,True,0.0592,0.4278,-0.1445,0.228,-0.4731,0.0126,0.0075,0.0911,0.47,0.9397
v40_200000_stock7_crisis22,200000.0,0.077,0.22,False,False,True,0.0602,0.4366,-0.1517,0.2307,-0.4708,0.0136,0.0101,0.0911,0.48,0.9398
v40_200000_stock7_crisis20,200000.0,0.077,0.2,False,False,True,0.0597,0.4312,-0.1517,0.2114,-0.5067,0.0136,0.0094,0.0828,0.45,0.9408
v40_200000_stock6_crisis20,200000.0,0.063,0.2,False,False,True,0.0518,0.3551,-0.1445,-1.6955,-7.1601,0.0057,0.0061,0.0828,0.4,0.7657
v40_200000_stock7_crisis18,200000.0,0.077,0.18,False,False,True,0.0519,0.3535,-0.1517,-2.0409,-8.1382,-0.0084,0.0077,0.0745,0.38,0.777
v40_200000_stock7_crisis18,200000.0,0.07,0.18,False,False,True,0.0518,0.3545,-0.1435,-2.0115,-8.1183,-0.0085,0.0066,0.0745,0.38,0.774
v40_200000_stock6_crisis18,200000.0,0.063,0.18,False,False,True,0.0514,0.3499,-0.1445,-2.023,-8.1605,-0.0089,0.006,0.0745,0.37,0.7657
