name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,target_vol,daily_var_limit,risk_gate_passes,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_risky_exposure,avg_cash_weight,avg_target_budget,max_target_budget,zero_budget_rebalances,total_fees,fees_pct_initial_capital,orders,avg_oos_sharpe,min_oos_sharpe
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.06_var0.012,200000.0,balanced_var,risk_adjusted,1,40,0.06,0.012,True,False,True,0.0571,0.0268,0.0321,-0.049,0.3642,0.3855,277093.08,0.68,0.1282,0.8718,0.1279,0.4862,24,1411.02,0.0071,81,-0.3218,-1.2779
v35_risk_budget_balanced_var_risk_adjusted_200000_1asset_40d_vol0.06_var0.016,200000.0,balanced_var,risk_adjusted,1,40,0.06,0.016,True,False,True,0.0571,0.0268,0.0321,-0.049,0.3642,0.3855,277093.08,0.68,0.1282,0.8718,0.1279,0.4862,24,1411.02,0.0071,81,-0.3218,-1.2779
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.08_var0.008,100000.0,balanced_var,momentum,2,20,0.08,0.008,True,False,True,0.0539,0.0271,0.0384,-0.1029,0.4853,0.3857,138568.61,1.62,0.2055,0.7945,0.2065,0.5,10,2393.39,0.0239,305,-0.6628,-2.6269
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.06_var0.008,100000.0,balanced_var,risk_adjusted,1,40,0.06,0.008,True,False,True,0.0506,0.0266,0.0319,-0.0482,0.3642,0.3818,138184.2,0.68,0.1276,0.8724,0.1279,0.4862,24,814.4,0.0081,80,-0.3299,-1.2899
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.06_var0.012,100000.0,balanced_var,risk_adjusted,1,40,0.06,0.012,True,False,True,0.0506,0.0266,0.0319,-0.0482,0.3642,0.3818,138184.2,0.68,0.1276,0.8724,0.1279,0.4862,24,814.4,0.0081,80,-0.3299,-1.2899
v35_risk_budget_balanced_var_risk_adjusted_100000_1asset_40d_vol0.06_var0.016,100000.0,balanced_var,risk_adjusted,1,40,0.06,0.016,True,False,True,0.0506,0.0266,0.0319,-0.0482,0.3642,0.3818,138184.2,0.68,0.1276,0.8724,0.1279,0.4862,24,814.4,0.0081,80,-0.3299,-1.2899
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.08_var0.012,200000.0,balanced_var,momentum,2,20,0.08,0.012,True,False,True,0.0466,0.0268,0.0392,-0.1036,0.4914,0.381,276200.44,1.63,0.2092,0.7908,0.2092,0.5,8,3609.16,0.018,323,-0.5926,-2.6338
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.08_var0.016,200000.0,balanced_var,momentum,2,20,0.08,0.016,True,False,True,0.0466,0.0268,0.0392,-0.1036,0.4914,0.381,276200.44,1.63,0.2092,0.7908,0.2092,0.5,8,3609.16,0.018,323,-0.5926,-2.6338
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.06_var0.008,200000.0,balanced_var,momentum,1,40,0.06,0.008,True,False,True,0.045,0.0265,0.033,-0.0578,0.4747,0.379,275796.04,0.9,0.1586,0.8414,0.1576,0.4862,7,1568.16,0.0078,99,-0.0785,-0.994
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.06_var0.012,200000.0,balanced_var,momentum,1,40,0.06,0.012,True,False,True,0.045,0.0265,0.033,-0.0578,0.4747,0.379,275796.04,0.9,0.1586,0.8414,0.1576,0.4862,7,1568.16,0.0078,99,-0.0785,-0.994
v35_risk_budget_balanced_var_momentum_200000_1asset_40d_vol0.06_var0.016,200000.0,balanced_var,momentum,1,40,0.06,0.016,True,False,True,0.045,0.0265,0.033,-0.0578,0.4747,0.379,275796.04,0.9,0.1586,0.8414,0.1576,0.4862,7,1568.16,0.0078,99,-0.0785,-0.994
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.08_var0.008,200000.0,balanced_var,momentum,2,40,0.08,0.008,True,False,True,0.0439,0.0268,0.0404,-0.091,0.476,0.3793,275850.86,1.54,0.2082,0.7918,0.2065,0.5,7,2280.34,0.0114,167,-0.6744,-1.3152
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.06_var0.008,50000.0,balanced_var,risk_adjusted,1,40,0.06,0.008,True,False,True,0.04,0.0263,0.0316,-0.0466,0.3642,0.376,68801.25,0.68,0.1267,0.8733,0.1279,0.4862,24,572.75,0.0115,78,-0.3413,-1.2952
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.06_var0.012,50000.0,balanced_var,risk_adjusted,1,40,0.06,0.012,True,False,True,0.04,0.0263,0.0316,-0.0466,0.3642,0.376,68801.25,0.68,0.1267,0.8733,0.1279,0.4862,24,572.75,0.0115,78,-0.3413,-1.2952
v35_risk_budget_balanced_var_risk_adjusted_50000_1asset_40d_vol0.06_var0.016,50000.0,balanced_var,risk_adjusted,1,40,0.06,0.016,True,False,True,0.04,0.0263,0.0316,-0.0466,0.3642,0.376,68801.25,0.68,0.1267,0.8733,0.1279,0.4862,24,572.75,0.0115,78,-0.3413,-1.2952
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.06_var0.008,100000.0,balanced_var,momentum,1,40,0.06,0.008,True,False,True,0.0394,0.0263,0.0328,-0.0578,0.4747,0.3758,137582.14,0.9,0.1579,0.8421,0.1576,0.4862,7,932.56,0.0093,98,-0.0882,-1.008
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.06_var0.012,100000.0,balanced_var,momentum,1,40,0.06,0.012,True,False,True,0.0394,0.0263,0.0328,-0.0578,0.4747,0.3758,137582.14,0.9,0.1579,0.8421,0.1576,0.4862,7,932.56,0.0093,98,-0.0882,-1.008
v35_risk_budget_balanced_var_momentum_100000_1asset_40d_vol0.06_var0.016,100000.0,balanced_var,momentum,1,40,0.06,0.016,True,False,True,0.0394,0.0263,0.0328,-0.0578,0.4747,0.3758,137582.14,0.9,0.1579,0.8421,0.1576,0.4862,7,932.56,0.0093,98,-0.0882,-1.008
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.08_var0.008,100000.0,balanced_var,momentum,2,40,0.08,0.008,True,False,True,0.0391,0.0266,0.0402,-0.0911,0.476,0.376,137600.53,1.54,0.2072,0.7928,0.2065,0.5,7,1416.07,0.0142,161,-0.6781,-1.3295
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.08_var0.012,100000.0,balanced_var,momentum,2,20,0.08,0.012,True,False,True,0.032,0.0262,0.039,-0.1037,0.4914,0.3713,137125.1,1.63,0.2081,0.7919,0.2092,0.5,8,2409.1,0.0241,310,-0.6107,-2.6578
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.08_var0.016,100000.0,balanced_var,momentum,2,20,0.08,0.016,True,False,True,0.032,0.0262,0.039,-0.1037,0.4914,0.3713,137125.1,1.63,0.2081,0.7919,0.2092,0.5,8,2409.1,0.0241,310,-0.6107,-2.6578
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.06_var0.008,50000.0,balanced_var,momentum,1,40,0.06,0.008,True,False,True,0.0293,0.026,0.0327,-0.0573,0.4747,0.3702,68509.64,0.9,0.157,0.843,0.1576,0.4862,7,680.46,0.0136,96,-0.0978,-1.0282
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.06_var0.012,50000.0,balanced_var,momentum,1,40,0.06,0.012,True,False,True,0.0293,0.026,0.0327,-0.0573,0.4747,0.3702,68509.64,0.9,0.157,0.843,0.1576,0.4862,7,680.46,0.0136,96,-0.0978,-1.0282
v35_risk_budget_balanced_var_momentum_50000_1asset_40d_vol0.06_var0.016,50000.0,balanced_var,momentum,1,40,0.06,0.016,True,False,True,0.0293,0.026,0.0327,-0.0573,0.4747,0.3702,68509.64,0.9,0.157,0.843,0.1576,0.4862,7,680.46,0.0136,96,-0.0978,-1.0282
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.08_var0.008,50000.0,balanced_var,momentum,2,20,0.08,0.008,True,False,True,0.0244,0.0259,0.0377,-0.1038,0.4846,0.3665,68326.88,1.62,0.203,0.797,0.2065,0.5,10,1839.62,0.0368,289,-0.6994,-2.6862
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.08_var0.012,200000.0,balanced_var,momentum,2,40,0.08,0.012,True,False,True,0.0231,0.0259,0.0411,-0.0949,0.4827,0.3648,272952.46,1.56,0.2164,0.7836,0.2146,0.5,6,2335.04,0.0117,168,-0.6259,-1.2438
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.08_var0.016,200000.0,balanced_var,momentum,2,40,0.08,0.016,True,False,True,0.0231,0.0259,0.0411,-0.0949,0.4827,0.3648,272952.46,1.56,0.2164,0.7836,0.2146,0.5,6,2335.04,0.0117,168,-0.6259,-1.2438
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.08_var0.008,50000.0,balanced_var,momentum,2,40,0.08,0.008,True,False,True,0.023,0.0259,0.0394,-0.0905,0.4753,0.3652,68260.78,1.54,0.2047,0.7953,0.2065,0.5,7,1071.52,0.0214,159,-0.7101,-1.3826
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.08_var0.012,100000.0,balanced_var,momentum,2,40,0.08,0.012,True,False,True,0.0158,0.0256,0.0409,-0.0944,0.4827,0.3598,135980.02,1.56,0.2155,0.7845,0.2146,0.5,6,1454.58,0.0145,165,-0.6328,-1.2575
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.08_var0.016,100000.0,balanced_var,momentum,2,40,0.08,0.016,True,False,True,0.0158,0.0256,0.0409,-0.0944,0.4827,0.3598,135980.02,1.56,0.2155,0.7845,0.2146,0.5,6,1454.58,0.0145,165,-0.6328,-1.2575
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.08_var0.012,50000.0,balanced_var,momentum,2,20,0.08,0.012,True,False,True,0.013,0.0255,0.0384,-0.1051,0.4917,0.359,67951.19,1.63,0.2062,0.7938,0.2092,0.5,8,1832.71,0.0367,288,-0.6349,-2.705
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.08_var0.016,50000.0,balanced_var,momentum,2,20,0.08,0.016,True,False,True,0.013,0.0255,0.0384,-0.1051,0.4917,0.359,67951.19,1.63,0.2062,0.7938,0.2092,0.5,8,1832.71,0.0367,288,-0.6349,-2.705
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.06_var0.008,200000.0,balanced_var,risk_adjusted,2,40,0.06,0.008,True,False,True,-0.0395,0.0238,0.0298,-0.0482,0.3741,0.3359,267186.23,1.06,0.1278,0.8722,0.1265,0.4862,24,1547.17,0.0077,121,-0.432,-1.4041
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.06_var0.012,200000.0,balanced_var,risk_adjusted,2,40,0.06,0.012,True,False,True,-0.0395,0.0238,0.0298,-0.0482,0.3741,0.3359,267186.23,1.06,0.1278,0.8722,0.1265,0.4862,24,1547.17,0.0077,121,-0.432,-1.4041
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_40d_vol0.06_var0.016,200000.0,balanced_var,risk_adjusted,2,40,0.06,0.016,True,False,True,-0.0395,0.0238,0.0298,-0.0482,0.3741,0.3359,267186.23,1.06,0.1278,0.8722,0.1265,0.4862,24,1547.17,0.0077,121,-0.432,-1.4041
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.08_var0.008,200000.0,conservative_var,momentum,2,20,0.08,0.008,True,False,True,-0.044,0.0238,0.0278,-0.0485,0.4625,0.3362,267233.18,1.45,0.1432,0.8568,0.143,0.35,21,2750.62,0.0138,284,-0.3296,-1.4761
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.008,200000.0,balanced_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-0.0454,0.0237,0.0294,-0.0602,0.3828,0.3335,266697.36,1.08,0.1315,0.8685,0.1308,0.4862,46,2457.54,0.0123,228,-0.1877,-1.5826
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.012,200000.0,balanced_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-0.0454,0.0237,0.0294,-0.0602,0.3828,0.3335,266697.36,1.08,0.1315,0.8685,0.1308,0.4862,46,2457.54,0.0123,228,-0.1877,-1.5826
v35_risk_budget_balanced_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.016,200000.0,balanced_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-0.0454,0.0237,0.0294,-0.0602,0.3828,0.3335,266697.36,1.08,0.1315,0.8685,0.1308,0.4862,46,2457.54,0.0123,228,-0.1877,-1.5826
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.06_var0.008,100000.0,balanced_var,risk_adjusted,2,40,0.06,0.008,True,False,True,-0.0532,0.0234,0.0295,-0.0477,0.3732,0.3296,132955.42,1.06,0.1268,0.8732,0.1265,0.4862,24,1011.88,0.0101,120,-0.4508,-1.4392
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.06_var0.012,100000.0,balanced_var,risk_adjusted,2,40,0.06,0.012,True,False,True,-0.0532,0.0234,0.0295,-0.0477,0.3732,0.3296,132955.42,1.06,0.1268,0.8732,0.1265,0.4862,24,1011.88,0.0101,120,-0.4508,-1.4392
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_40d_vol0.06_var0.016,100000.0,balanced_var,risk_adjusted,2,40,0.06,0.016,True,False,True,-0.0532,0.0234,0.0295,-0.0477,0.3732,0.3296,132955.42,1.06,0.1268,0.8732,0.1265,0.4862,24,1011.88,0.0101,120,-0.4508,-1.4392
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.06_var0.008,200000.0,balanced_var,momentum,2,20,0.06,0.008,True,False,True,-0.054,0.0234,0.0303,-0.0856,0.4824,0.3281,265610.47,1.6,0.1762,0.8238,0.1762,0.4862,11,3186.23,0.0159,307,-0.5142,-2.0775
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.06_var0.012,200000.0,balanced_var,momentum,2,20,0.06,0.012,True,False,True,-0.054,0.0234,0.0303,-0.0856,0.4824,0.3281,265610.47,1.6,0.1762,0.8238,0.1762,0.4862,11,3186.23,0.0159,307,-0.5142,-2.0775
v35_risk_budget_balanced_var_momentum_200000_2asset_20d_vol0.06_var0.016,200000.0,balanced_var,momentum,2,20,0.06,0.016,True,False,True,-0.054,0.0234,0.0303,-0.0856,0.4824,0.3281,265610.47,1.6,0.1762,0.8238,0.1762,0.4862,11,3186.23,0.0159,307,-0.5142,-2.0775
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.008,100000.0,balanced_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-0.0604,0.0232,0.0293,-0.0599,0.3831,0.3264,132643.08,1.08,0.1308,0.8692,0.1308,0.4862,46,1688.22,0.0169,222,-0.2024,-1.5955
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.012,100000.0,balanced_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-0.0604,0.0232,0.0293,-0.0599,0.3831,0.3264,132643.08,1.08,0.1308,0.8692,0.1308,0.4862,46,1688.22,0.0169,222,-0.2024,-1.5955
v35_risk_budget_balanced_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.016,100000.0,balanced_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-0.0604,0.0232,0.0293,-0.0599,0.3831,0.3264,132643.08,1.08,0.1308,0.8692,0.1308,0.4862,46,1688.22,0.0169,222,-0.2024,-1.5955
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.08_var0.012,200000.0,conservative_var,momentum,2,20,0.08,0.012,True,False,True,-0.0626,0.0232,0.0283,-0.0502,0.4651,0.3269,265371.95,1.46,0.146,0.854,0.1458,0.35,20,2760.75,0.0138,283,-0.2696,-1.4677
v35_risk_budget_conservative_var_momentum_200000_2asset_20d_vol0.08_var0.016,200000.0,conservative_var,momentum,2,20,0.08,0.016,True,False,True,-0.0626,0.0232,0.0283,-0.0502,0.4651,0.3269,265371.95,1.46,0.146,0.854,0.1458,0.35,20,2760.75,0.0138,283,-0.2696,-1.4677
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.06_var0.008,200000.0,balanced_var,momentum,2,40,0.06,0.008,True,False,True,-0.064,0.023,0.0317,-0.0733,0.476,0.321,264190.79,1.54,0.175,0.825,0.1735,0.4862,7,1929.51,0.0096,166,-0.5303,-1.4011
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.06_var0.012,200000.0,balanced_var,momentum,2,40,0.06,0.012,True,False,True,-0.064,0.023,0.0317,-0.0733,0.476,0.321,264190.79,1.54,0.175,0.825,0.1735,0.4862,7,1929.51,0.0096,166,-0.5303,-1.4011
v35_risk_budget_balanced_var_momentum_200000_2asset_40d_vol0.06_var0.016,200000.0,balanced_var,momentum,2,40,0.06,0.016,True,False,True,-0.064,0.023,0.0317,-0.0733,0.476,0.321,264190.79,1.54,0.175,0.825,0.1735,0.4862,7,1929.51,0.0096,166,-0.5303,-1.4011
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.08_var0.008,100000.0,conservative_var,momentum,2,20,0.08,0.008,True,False,True,-0.0645,0.0232,0.0274,-0.0487,0.4632,0.3273,132729.04,1.45,0.1421,0.8579,0.143,0.35,21,1968.76,0.0197,277,-0.353,-1.5015
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.06_var0.008,50000.0,balanced_var,risk_adjusted,2,40,0.06,0.008,True,False,True,-0.0682,0.023,0.0291,-0.0474,0.3732,0.3229,66147.12,1.06,0.1255,0.8745,0.1265,0.4862,24,774.28,0.0155,118,-0.4622,-1.469
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.06_var0.012,50000.0,balanced_var,risk_adjusted,2,40,0.06,0.012,True,False,True,-0.0682,0.023,0.0291,-0.0474,0.3732,0.3229,66147.12,1.06,0.1255,0.8745,0.1265,0.4862,24,774.28,0.0155,118,-0.4622,-1.469
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_40d_vol0.06_var0.016,50000.0,balanced_var,risk_adjusted,2,40,0.06,0.016,True,False,True,-0.0682,0.023,0.0291,-0.0474,0.3732,0.3229,66147.12,1.06,0.1255,0.8745,0.1265,0.4862,24,774.28,0.0155,118,-0.4622,-1.469
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.06_var0.008,100000.0,balanced_var,momentum,2,40,0.06,0.008,True,False,True,-0.0743,0.0227,0.0313,-0.0727,0.476,0.3163,131627.6,1.54,0.1737,0.8263,0.1735,0.4862,7,1270.1,0.0127,160,-0.5395,-1.4026
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.06_var0.012,100000.0,balanced_var,momentum,2,40,0.06,0.012,True,False,True,-0.0743,0.0227,0.0313,-0.0727,0.476,0.3163,131627.6,1.54,0.1737,0.8263,0.1735,0.4862,7,1270.1,0.0127,160,-0.5395,-1.4026
v35_risk_budget_balanced_var_momentum_100000_2asset_40d_vol0.06_var0.016,100000.0,balanced_var,momentum,2,40,0.06,0.016,True,False,True,-0.0743,0.0227,0.0313,-0.0727,0.476,0.3163,131627.6,1.54,0.1737,0.8263,0.1735,0.4862,7,1270.1,0.0127,160,-0.5395,-1.4026
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.008,50000.0,balanced_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-0.0761,0.0228,0.0287,-0.0596,0.3824,0.32,65999.06,1.08,0.1287,0.8713,0.1308,0.4862,46,1327.64,0.0266,213,-0.2167,-1.6418
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.012,50000.0,balanced_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-0.0761,0.0228,0.0287,-0.0596,0.3824,0.32,65999.06,1.08,0.1287,0.8713,0.1308,0.4862,46,1327.64,0.0266,213,-0.2167,-1.6418
v35_risk_budget_balanced_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.016,50000.0,balanced_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-0.0761,0.0228,0.0287,-0.0596,0.3824,0.32,65999.06,1.08,0.1287,0.8713,0.1308,0.4862,46,1327.64,0.0266,213,-0.2167,-1.6418
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.08_var0.012,100000.0,conservative_var,momentum,2,20,0.08,0.012,True,False,True,-0.0779,0.0228,0.0279,-0.0503,0.4654,0.3203,132034.02,1.46,0.1449,0.8551,0.1458,0.35,20,1931.38,0.0193,268,-0.2941,-1.5031
v35_risk_budget_conservative_var_momentum_100000_2asset_20d_vol0.08_var0.016,100000.0,conservative_var,momentum,2,20,0.08,0.016,True,False,True,-0.0779,0.0228,0.0279,-0.0503,0.4654,0.3203,132034.02,1.46,0.1449,0.8551,0.1458,0.35,20,1931.38,0.0193,268,-0.2941,-1.5031
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.06_var0.008,100000.0,balanced_var,momentum,2,20,0.06,0.008,True,False,True,-0.0959,0.0221,0.0299,-0.0864,0.4821,0.3082,130820.79,1.6,0.1722,0.8278,0.1735,0.4862,11,2245.11,0.0225,300,-0.5987,-2.1078
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.06_var0.012,100000.0,balanced_var,momentum,2,20,0.06,0.012,True,False,True,-0.0959,0.0221,0.0299,-0.0864,0.4821,0.3082,130820.79,1.6,0.1722,0.8278,0.1735,0.4862,11,2245.11,0.0225,300,-0.5987,-2.1078
v35_risk_budget_balanced_var_momentum_100000_2asset_20d_vol0.06_var0.016,100000.0,balanced_var,momentum,2,20,0.06,0.016,True,False,True,-0.0959,0.0221,0.0299,-0.0864,0.4821,0.3082,130820.79,1.6,0.1722,0.8278,0.1735,0.4862,11,2245.11,0.0225,300,-0.5987,-2.1078
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.06_var0.008,50000.0,balanced_var,momentum,2,40,0.06,0.008,True,False,True,-0.0995,0.0219,0.0308,-0.073,0.475,0.3045,65223.46,1.54,0.1714,0.8286,0.1735,0.4862,7,988.14,0.0198,154,-0.5757,-1.4515
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.06_var0.012,50000.0,balanced_var,momentum,2,40,0.06,0.012,True,False,True,-0.0995,0.0219,0.0308,-0.073,0.475,0.3045,65223.46,1.54,0.1714,0.8286,0.1735,0.4862,7,988.14,0.0198,154,-0.5757,-1.4515
v35_risk_budget_balanced_var_momentum_50000_2asset_40d_vol0.06_var0.016,50000.0,balanced_var,momentum,2,40,0.06,0.016,True,False,True,-0.0995,0.0219,0.0308,-0.073,0.475,0.3045,65223.46,1.54,0.1714,0.8286,0.1735,0.4862,7,988.14,0.0198,154,-0.5757,-1.4515
v35_risk_budget_conservative_var_momentum_50000_2asset_20d_vol0.08_var0.008,50000.0,conservative_var,momentum,2,20,0.08,0.008,True,False,True,-0.1139,0.0219,0.0269,-0.0501,0.4616,0.3065,65323.19,1.45,0.1401,0.8599,0.143,0.35,21,1555.31,0.0311,257,-0.388,-1.5679
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.06_var0.008,50000.0,balanced_var,momentum,2,20,0.06,0.008,True,False,True,-0.1208,0.0215,0.0294,-0.0866,0.4811,0.2975,64875.9,1.6,0.1698,0.8302,0.1735,0.4862,11,1738.9,0.0348,279,-0.6342,-2.1305
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.06_var0.012,50000.0,balanced_var,momentum,2,20,0.06,0.012,True,False,True,-0.1208,0.0215,0.0294,-0.0866,0.4811,0.2975,64875.9,1.6,0.1698,0.8302,0.1735,0.4862,11,1738.9,0.0348,279,-0.6342,-2.1305
v35_risk_budget_balanced_var_momentum_50000_2asset_20d_vol0.06_var0.016,50000.0,balanced_var,momentum,2,20,0.06,0.016,True,False,True,-0.1208,0.0215,0.0294,-0.0866,0.4811,0.2975,64875.9,1.6,0.1698,0.8302,0.1735,0.4862,11,1738.9,0.0348,279,-0.6342,-2.1305
v35_risk_budget_conservative_var_momentum_50000_2asset_20d_vol0.08_var0.012,50000.0,conservative_var,momentum,2,20,0.08,0.012,True,False,True,-0.1223,0.0217,0.0274,-0.0515,0.4651,0.3016,65080.46,1.46,0.1428,0.8572,0.1458,0.35,20,1533.54,0.0307,252,-0.3198,-1.5415
v35_risk_budget_conservative_var_momentum_50000_2asset_20d_vol0.08_var0.016,50000.0,conservative_var,momentum,2,20,0.08,0.016,True,False,True,-0.1223,0.0217,0.0274,-0.0515,0.4651,0.3016,65080.46,1.46,0.1428,0.8572,0.1458,0.35,20,1533.54,0.0307,252,-0.3198,-1.5415
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.08_var0.012,200000.0,conservative_var,momentum,1,40,0.08,0.012,True,False,True,-0.1274,0.0212,0.0298,-0.0477,0.4372,0.2934,258670.43,0.82,0.1283,0.8717,0.1277,0.35,13,1461.27,0.0073,96,-0.4454,-1.0674
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.08_var0.016,200000.0,conservative_var,momentum,1,40,0.08,0.016,True,False,True,-0.1274,0.0212,0.0298,-0.0477,0.4372,0.2934,258670.43,0.82,0.1283,0.8717,0.1277,0.35,13,1461.27,0.0073,96,-0.4454,-1.0674
v35_risk_budget_conservative_var_momentum_100000_1asset_40d_vol0.08_var0.012,100000.0,conservative_var,momentum,1,40,0.08,0.012,True,False,True,-0.1328,0.0211,0.0295,-0.0475,0.4372,0.2915,129145.93,0.82,0.1276,0.8724,0.1277,0.35,13,870.37,0.0087,93,-0.4524,-1.0838
v35_risk_budget_conservative_var_momentum_100000_1asset_40d_vol0.08_var0.016,100000.0,conservative_var,momentum,1,40,0.08,0.016,True,False,True,-0.1328,0.0211,0.0295,-0.0475,0.4372,0.2915,129145.93,0.82,0.1276,0.8724,0.1277,0.35,13,870.37,0.0087,93,-0.4524,-1.0838
v35_risk_budget_conservative_var_momentum_200000_1asset_40d_vol0.08_var0.008,200000.0,conservative_var,momentum,1,40,0.08,0.008,True,False,True,-0.1368,0.021,0.0294,-0.0478,0.4372,0.2898,257950.42,0.82,0.126,0.874,0.1255,0.35,13,1440.18,0.0072,96,-0.4728,-1.1742
v35_risk_budget_conservative_var_momentum_100000_1asset_40d_vol0.08_var0.008,100000.0,conservative_var,momentum,1,40,0.08,0.008,True,False,True,-0.142,0.0208,0.0293,-0.0476,0.4372,0.2878,128776.62,0.82,0.1255,0.8745,0.1255,0.35,13,857.98,0.0086,92,-0.4768,-1.1729
v35_risk_budget_conservative_var_momentum_50000_1asset_40d_vol0.08_var0.012,50000.0,conservative_var,momentum,1,40,0.08,0.012,True,False,True,-0.1495,0.0206,0.0292,-0.0472,0.4372,0.2844,64221.14,0.82,0.1267,0.8733,0.1277,0.35,13,640.56,0.0128,92,-0.4613,-1.1078
v35_risk_budget_conservative_var_momentum_50000_1asset_40d_vol0.08_var0.016,50000.0,conservative_var,momentum,1,40,0.08,0.016,True,False,True,-0.1495,0.0206,0.0292,-0.0472,0.4372,0.2844,64221.14,0.82,0.1267,0.8733,0.1277,0.35,13,640.56,0.0128,92,-0.4613,-1.1078
v35_risk_budget_conservative_var_momentum_200000_1asset_20d_vol0.06_var0.008,200000.0,conservative_var,momentum,1,20,0.06,0.008,True,False,True,-0.1565,0.0216,0.0219,-0.0352,0.4369,0.3024,260472.63,0.82,0.1031,0.8969,0.1028,0.3404,28,1731.37,0.0087,167,-0.3932,-1.3427
