name,capital,risk_profile,rank_mode,max_assets,rebalance_freq,target_vol,daily_var_limit,risk_gate_passes,small_account_minimum_gate_passes,small_account_executable_gate_passes,sharpe_ratio,annual_return,annual_volatility,max_drawdown,win_rate,total_return,final_nav,avg_holdings,avg_risky_exposure,avg_cash_weight,avg_target_budget,max_target_budget,zero_budget_rebalances,total_fees,fees_pct_initial_capital,orders,avg_oos_sharpe,min_oos_sharpe
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_20d_vol0.06_var0.016,50000.0,ultra_var,risk_adjusted,1,20,0.06,0.016,True,False,True,-1.4757,0.0061,0.0128,-0.0327,0.2329,0.077,53848.61,0.44,0.0341,0.9659,0.036,0.2149,86,532.59,0.0107,90,-3.0506,-8.4789
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.008,200000.0,ultra_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-1.5611,0.0049,0.0129,-0.0325,0.245,0.0616,212314.42,0.73,0.0371,0.9629,0.0376,0.2149,83,1150.28,0.0058,152,-3.5255,-9.805
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.012,200000.0,ultra_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-1.5611,0.0049,0.0129,-0.0325,0.245,0.0616,212314.42,0.73,0.0371,0.9629,0.0376,0.2149,83,1150.28,0.0058,152,-3.5255,-9.805
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.06_var0.016,200000.0,ultra_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-1.5611,0.0049,0.0129,-0.0325,0.245,0.0616,212314.42,0.73,0.0371,0.9629,0.0376,0.2149,83,1150.28,0.0058,152,-3.5255,-9.805
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_20d_vol0.04_var0.008,50000.0,conservative_var,risk_adjusted,2,20,0.04,0.008,True,False,True,-1.5805,0.0063,0.0119,-0.0236,0.2886,0.0796,53981.0,0.81,0.0412,0.9588,0.0439,0.2005,71,889.6,0.0178,159,-2.4982,-5.1179
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_20d_vol0.04_var0.012,50000.0,conservative_var,risk_adjusted,2,20,0.04,0.012,True,False,True,-1.5805,0.0063,0.0119,-0.0236,0.2886,0.0796,53981.0,0.81,0.0412,0.9588,0.0439,0.2005,71,889.6,0.0178,159,-2.4982,-5.1179
v35_risk_budget_conservative_var_risk_adjusted_50000_2asset_20d_vol0.04_var0.016,50000.0,conservative_var,risk_adjusted,2,20,0.04,0.016,True,False,True,-1.5805,0.0063,0.0119,-0.0236,0.2886,0.0796,53981.0,0.81,0.0412,0.9588,0.0439,0.2005,71,889.6,0.0178,159,-2.4982,-5.1179
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.008,100000.0,ultra_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-1.6344,0.0045,0.0126,-0.0327,0.2447,0.0558,105577.34,0.73,0.0364,0.9636,0.0376,0.2149,83,907.16,0.0091,146,-3.6597,-10.0647
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.012,100000.0,ultra_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-1.6344,0.0045,0.0126,-0.0327,0.2447,0.0558,105577.34,0.73,0.0364,0.9636,0.0376,0.2149,83,907.16,0.0091,146,-3.6597,-10.0647
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.06_var0.016,100000.0,ultra_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-1.6344,0.0045,0.0126,-0.0327,0.2447,0.0558,105577.34,0.73,0.0364,0.9636,0.0376,0.2149,83,907.16,0.0091,146,-3.6597,-10.0647
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.008,50000.0,ultra_var,risk_adjusted,2,20,0.06,0.008,True,False,True,-1.7365,0.0039,0.0122,-0.0333,0.2428,0.0482,52409.48,0.73,0.0352,0.9648,0.0376,0.2149,83,790.62,0.0158,141,-3.7933,-10.3457
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.012,50000.0,ultra_var,risk_adjusted,2,20,0.06,0.012,True,False,True,-1.7365,0.0039,0.0122,-0.0333,0.2428,0.0482,52409.48,0.73,0.0352,0.9648,0.0376,0.2149,83,790.62,0.0158,141,-3.7933,-10.3457
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_20d_vol0.06_var0.016,50000.0,ultra_var,risk_adjusted,2,20,0.06,0.016,True,False,True,-1.7365,0.0039,0.0122,-0.0333,0.2428,0.0482,52409.48,0.73,0.0352,0.9648,0.0376,0.2149,83,790.62,0.0158,141,-3.7933,-10.3457
v35_risk_budget_ultra_var_momentum_200000_1asset_40d_vol0.04_var0.008,200000.0,ultra_var,momentum,1,40,0.04,0.008,True,False,True,-1.8824,0.0072,0.0094,-0.0134,0.3219,0.0933,218650.4,0.59,0.0333,0.9667,0.0336,0.1149,31,589.5,0.0029,76,-2.2665,-3.0235
v35_risk_budget_ultra_var_momentum_200000_1asset_40d_vol0.04_var0.012,200000.0,ultra_var,momentum,1,40,0.04,0.012,True,False,True,-1.8824,0.0072,0.0094,-0.0134,0.3219,0.0933,218650.4,0.59,0.0333,0.9667,0.0336,0.1149,31,589.5,0.0029,76,-2.2665,-3.0235
v35_risk_budget_ultra_var_momentum_200000_1asset_40d_vol0.04_var0.016,200000.0,ultra_var,momentum,1,40,0.04,0.016,True,False,True,-1.8824,0.0072,0.0094,-0.0134,0.3219,0.0933,218650.4,0.59,0.0333,0.9667,0.0336,0.1149,31,589.5,0.0029,76,-2.2665,-3.0235
v35_risk_budget_ultra_var_momentum_200000_2asset_40d_vol0.04_var0.008,200000.0,ultra_var,momentum,2,40,0.04,0.008,True,False,True,-1.8924,0.0069,0.0096,-0.0226,0.3652,0.088,217599.18,1.14,0.0385,0.9615,0.0387,0.1149,25,864.92,0.0043,128,-2.6796,-3.8674
v35_risk_budget_ultra_var_momentum_200000_2asset_40d_vol0.04_var0.012,200000.0,ultra_var,momentum,2,40,0.04,0.012,True,False,True,-1.8924,0.0069,0.0096,-0.0226,0.3652,0.088,217599.18,1.14,0.0385,0.9615,0.0387,0.1149,25,864.92,0.0043,128,-2.6796,-3.8674
v35_risk_budget_ultra_var_momentum_200000_2asset_40d_vol0.04_var0.016,200000.0,ultra_var,momentum,2,40,0.04,0.016,True,False,True,-1.8924,0.0069,0.0096,-0.0226,0.3652,0.088,217599.18,1.14,0.0385,0.9615,0.0387,0.1149,25,864.92,0.0043,128,-2.6796,-3.8674
v35_risk_budget_ultra_var_momentum_100000_1asset_40d_vol0.04_var0.008,100000.0,ultra_var,momentum,1,40,0.04,0.008,True,False,True,-1.9294,0.007,0.0093,-0.0134,0.3216,0.0899,108992.87,0.59,0.0329,0.9671,0.0336,0.1149,31,476.03,0.0048,75,-2.3001,-3.0548
v35_risk_budget_ultra_var_momentum_100000_1asset_40d_vol0.04_var0.012,100000.0,ultra_var,momentum,1,40,0.04,0.012,True,False,True,-1.9294,0.007,0.0093,-0.0134,0.3216,0.0899,108992.87,0.59,0.0329,0.9671,0.0336,0.1149,31,476.03,0.0048,75,-2.3001,-3.0548
v35_risk_budget_ultra_var_momentum_100000_1asset_40d_vol0.04_var0.016,100000.0,ultra_var,momentum,1,40,0.04,0.016,True,False,True,-1.9294,0.007,0.0093,-0.0134,0.3216,0.0899,108992.87,0.59,0.0329,0.9671,0.0336,0.1149,31,476.03,0.0048,75,-2.3001,-3.0548
v35_risk_budget_ultra_var_momentum_200000_1asset_20d_vol0.04_var0.008,200000.0,ultra_var,momentum,1,20,0.04,0.008,True,False,True,-1.9562,0.0069,0.0092,-0.0144,0.3293,0.0887,217749.32,0.62,0.0347,0.9653,0.035,0.1149,60,888.58,0.0044,124,-2.15,-3.1014
v35_risk_budget_ultra_var_momentum_200000_1asset_20d_vol0.04_var0.012,200000.0,ultra_var,momentum,1,20,0.04,0.012,True,False,True,-1.9562,0.0069,0.0092,-0.0144,0.3293,0.0887,217749.32,0.62,0.0347,0.9653,0.035,0.1149,60,888.58,0.0044,124,-2.15,-3.1014
v35_risk_budget_ultra_var_momentum_200000_1asset_20d_vol0.04_var0.016,200000.0,ultra_var,momentum,1,20,0.04,0.016,True,False,True,-1.9562,0.0069,0.0092,-0.0144,0.3293,0.0887,217749.32,0.62,0.0347,0.9653,0.035,0.1149,60,888.58,0.0044,124,-2.15,-3.1014
v35_risk_budget_ultra_var_momentum_100000_2asset_40d_vol0.04_var0.008,100000.0,ultra_var,momentum,2,40,0.04,0.008,True,False,True,-1.9855,0.0063,0.0094,-0.0231,0.3648,0.0812,108119.79,1.14,0.0376,0.9624,0.0387,0.1149,25,723.31,0.0072,123,-2.7676,-3.9473
v35_risk_budget_ultra_var_momentum_100000_2asset_40d_vol0.04_var0.012,100000.0,ultra_var,momentum,2,40,0.04,0.012,True,False,True,-1.9855,0.0063,0.0094,-0.0231,0.3648,0.0812,108119.79,1.14,0.0376,0.9624,0.0387,0.1149,25,723.31,0.0072,123,-2.7676,-3.9473
v35_risk_budget_ultra_var_momentum_100000_2asset_40d_vol0.04_var0.016,100000.0,ultra_var,momentum,2,40,0.04,0.016,True,False,True,-1.9855,0.0063,0.0094,-0.0231,0.3648,0.0812,108119.79,1.14,0.0376,0.9624,0.0387,0.1149,25,723.31,0.0072,123,-2.7676,-3.9473
v35_risk_budget_ultra_var_momentum_200000_2asset_20d_vol0.04_var0.008,200000.0,ultra_var,momentum,2,20,0.04,0.008,True,False,True,-1.9926,0.0068,0.0091,-0.0236,0.3706,0.0877,217547.32,1.14,0.0388,0.9612,0.0392,0.1149,49,1346.88,0.0067,206,-2.5265,-3.6814
v35_risk_budget_ultra_var_momentum_200000_2asset_20d_vol0.04_var0.012,200000.0,ultra_var,momentum,2,20,0.04,0.012,True,False,True,-1.9926,0.0068,0.0091,-0.0236,0.3706,0.0877,217547.32,1.14,0.0388,0.9612,0.0392,0.1149,49,1346.88,0.0067,206,-2.5265,-3.6814
v35_risk_budget_ultra_var_momentum_200000_2asset_20d_vol0.04_var0.016,200000.0,ultra_var,momentum,2,20,0.04,0.016,True,False,True,-1.9926,0.0068,0.0091,-0.0236,0.3706,0.0877,217547.32,1.14,0.0388,0.9612,0.0392,0.1149,49,1346.88,0.0067,206,-2.5265,-3.6814
v35_risk_budget_ultra_var_momentum_100000_1asset_20d_vol0.04_var0.008,100000.0,ultra_var,momentum,1,20,0.04,0.008,True,False,True,-2.023,0.0066,0.0091,-0.0142,0.328,0.0843,108426.24,0.62,0.0341,0.9659,0.035,0.1149,60,729.96,0.0073,120,-2.2307,-3.2143
v35_risk_budget_ultra_var_momentum_100000_1asset_20d_vol0.04_var0.012,100000.0,ultra_var,momentum,1,20,0.04,0.012,True,False,True,-2.023,0.0066,0.0091,-0.0142,0.328,0.0843,108426.24,0.62,0.0341,0.9659,0.035,0.1149,60,729.96,0.0073,120,-2.2307,-3.2143
v35_risk_budget_ultra_var_momentum_100000_1asset_20d_vol0.04_var0.016,100000.0,ultra_var,momentum,1,20,0.04,0.016,True,False,True,-2.023,0.0066,0.0091,-0.0142,0.328,0.0843,108426.24,0.62,0.0341,0.9659,0.035,0.1149,60,729.96,0.0073,120,-2.2307,-3.2143
v35_risk_budget_ultra_var_momentum_50000_1asset_40d_vol0.04_var0.008,50000.0,ultra_var,momentum,1,40,0.04,0.008,True,False,True,-2.0647,0.0066,0.0089,-0.0125,0.3209,0.0846,54229.17,0.59,0.0319,0.9681,0.0336,0.1149,31,419.13,0.0084,74,-2.4357,-3.2266
v35_risk_budget_ultra_var_momentum_50000_1asset_40d_vol0.04_var0.012,50000.0,ultra_var,momentum,1,40,0.04,0.012,True,False,True,-2.0647,0.0066,0.0089,-0.0125,0.3209,0.0846,54229.17,0.59,0.0319,0.9681,0.0336,0.1149,31,419.13,0.0084,74,-2.4357,-3.2266
v35_risk_budget_ultra_var_momentum_50000_1asset_40d_vol0.04_var0.016,50000.0,ultra_var,momentum,1,40,0.04,0.016,True,False,True,-2.0647,0.0066,0.0089,-0.0125,0.3209,0.0846,54229.17,0.59,0.0319,0.9681,0.0336,0.1149,31,419.13,0.0084,74,-2.4357,-3.2266
v35_risk_budget_ultra_var_momentum_100000_2asset_20d_vol0.04_var0.008,100000.0,ultra_var,momentum,2,20,0.04,0.008,True,False,True,-2.1046,0.0063,0.0089,-0.024,0.3706,0.0806,108057.3,1.14,0.0378,0.9622,0.0392,0.1149,49,1124.2,0.0112,194,-2.626,-3.7799
v35_risk_budget_ultra_var_momentum_100000_2asset_20d_vol0.04_var0.012,100000.0,ultra_var,momentum,2,20,0.04,0.012,True,False,True,-2.1046,0.0063,0.0089,-0.024,0.3706,0.0806,108057.3,1.14,0.0378,0.9622,0.0392,0.1149,49,1124.2,0.0112,194,-2.626,-3.7799
v35_risk_budget_ultra_var_momentum_100000_2asset_20d_vol0.04_var0.016,100000.0,ultra_var,momentum,2,20,0.04,0.016,True,False,True,-2.1046,0.0063,0.0089,-0.024,0.3706,0.0806,108057.3,1.14,0.0378,0.9622,0.0392,0.1149,49,1124.2,0.0112,194,-2.626,-3.7799
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_40d_vol0.04_var0.008,200000.0,ultra_var,risk_adjusted,1,40,0.04,0.008,True,False,True,-2.1444,0.0059,0.0089,-0.0158,0.2088,0.0751,215015.31,0.39,0.0233,0.9767,0.0238,0.1432,47,404.59,0.002,50,-4.8919,-14.5271
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_40d_vol0.04_var0.012,200000.0,ultra_var,risk_adjusted,1,40,0.04,0.012,True,False,True,-2.1444,0.0059,0.0089,-0.0158,0.2088,0.0751,215015.31,0.39,0.0233,0.9767,0.0238,0.1432,47,404.59,0.002,50,-4.8919,-14.5271
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_40d_vol0.04_var0.016,200000.0,ultra_var,risk_adjusted,1,40,0.04,0.016,True,False,True,-2.1444,0.0059,0.0089,-0.0158,0.2088,0.0751,215015.31,0.39,0.0233,0.9767,0.0238,0.1432,47,404.59,0.002,50,-4.8919,-14.5271
v35_risk_budget_ultra_var_momentum_50000_2asset_40d_vol0.04_var0.008,50000.0,ultra_var,momentum,2,40,0.04,0.008,True,False,True,-2.1736,0.0058,0.0089,-0.0223,0.3632,0.0733,53666.82,1.14,0.0358,0.9642,0.0387,0.1149,25,647.18,0.0129,119,-2.983,-4.11
v35_risk_budget_ultra_var_momentum_50000_2asset_40d_vol0.04_var0.012,50000.0,ultra_var,momentum,2,40,0.04,0.012,True,False,True,-2.1736,0.0058,0.0089,-0.0223,0.3632,0.0733,53666.82,1.14,0.0358,0.9642,0.0387,0.1149,25,647.18,0.0129,119,-2.983,-4.11
v35_risk_budget_ultra_var_momentum_50000_2asset_40d_vol0.04_var0.016,50000.0,ultra_var,momentum,2,40,0.04,0.016,True,False,True,-2.1736,0.0058,0.0089,-0.0223,0.3632,0.0733,53666.82,1.14,0.0358,0.9642,0.0387,0.1149,25,647.18,0.0129,119,-2.983,-4.11
v35_risk_budget_ultra_var_momentum_50000_1asset_20d_vol0.04_var0.008,50000.0,ultra_var,momentum,1,20,0.04,0.008,True,False,True,-2.1852,0.006,0.0087,-0.0146,0.327,0.0763,53814.29,0.62,0.0331,0.9669,0.035,0.1149,60,607.91,0.0122,109,-2.3579,-3.3275
v35_risk_budget_ultra_var_momentum_50000_1asset_20d_vol0.04_var0.012,50000.0,ultra_var,momentum,1,20,0.04,0.012,True,False,True,-2.1852,0.006,0.0087,-0.0146,0.327,0.0763,53814.29,0.62,0.0331,0.9669,0.035,0.1149,60,607.91,0.0122,109,-2.3579,-3.3275
v35_risk_budget_ultra_var_momentum_50000_1asset_20d_vol0.04_var0.016,50000.0,ultra_var,momentum,1,20,0.04,0.016,True,False,True,-2.1852,0.006,0.0087,-0.0146,0.327,0.0763,53814.29,0.62,0.0331,0.9669,0.035,0.1149,60,607.91,0.0122,109,-2.3579,-3.3275
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_40d_vol0.04_var0.008,100000.0,ultra_var,risk_adjusted,1,40,0.04,0.008,True,False,True,-2.2019,0.0057,0.0088,-0.0156,0.2088,0.0721,107212.24,0.39,0.0229,0.9771,0.0238,0.1432,47,323.06,0.0032,50,-5.0344,-14.8609
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_40d_vol0.04_var0.012,100000.0,ultra_var,risk_adjusted,1,40,0.04,0.012,True,False,True,-2.2019,0.0057,0.0088,-0.0156,0.2088,0.0721,107212.24,0.39,0.0229,0.9771,0.0238,0.1432,47,323.06,0.0032,50,-5.0344,-14.8609
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_40d_vol0.04_var0.016,100000.0,ultra_var,risk_adjusted,1,40,0.04,0.016,True,False,True,-2.2019,0.0057,0.0088,-0.0156,0.2088,0.0721,107212.24,0.39,0.0229,0.9771,0.0238,0.1432,47,323.06,0.0032,50,-5.0344,-14.8609
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_40d_vol0.04_var0.008,200000.0,ultra_var,risk_adjusted,2,40,0.04,0.008,True,False,True,-2.2514,0.0054,0.0087,-0.0157,0.2351,0.0691,213812.66,0.67,0.0251,0.9749,0.0256,0.1432,44,573.84,0.0029,83,-6.1857,-19.0412
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_40d_vol0.04_var0.012,200000.0,ultra_var,risk_adjusted,2,40,0.04,0.012,True,False,True,-2.2514,0.0054,0.0087,-0.0157,0.2351,0.0691,213812.66,0.67,0.0251,0.9749,0.0256,0.1432,44,573.84,0.0029,83,-6.1857,-19.0412
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_40d_vol0.04_var0.016,200000.0,ultra_var,risk_adjusted,2,40,0.04,0.016,True,False,True,-2.2514,0.0054,0.0087,-0.0157,0.2351,0.0691,213812.66,0.67,0.0251,0.9749,0.0256,0.1432,44,573.84,0.0029,83,-6.1857,-19.0412
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_40d_vol0.04_var0.008,100000.0,ultra_var,risk_adjusted,2,40,0.04,0.008,True,False,True,-2.3157,0.0051,0.0086,-0.0157,0.2351,0.0653,106533.29,0.67,0.0247,0.9753,0.0256,0.1432,44,480.11,0.0048,81,-6.2733,-19.2112
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_40d_vol0.04_var0.012,100000.0,ultra_var,risk_adjusted,2,40,0.04,0.012,True,False,True,-2.3157,0.0051,0.0086,-0.0157,0.2351,0.0653,106533.29,0.67,0.0247,0.9753,0.0256,0.1432,44,480.11,0.0048,81,-6.2733,-19.2112
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_40d_vol0.04_var0.016,100000.0,ultra_var,risk_adjusted,2,40,0.04,0.016,True,False,True,-2.3157,0.0051,0.0086,-0.0157,0.2351,0.0653,106533.29,0.67,0.0247,0.9753,0.0256,0.1432,44,480.11,0.0048,81,-6.2733,-19.2112
v35_risk_budget_ultra_var_momentum_50000_2asset_20d_vol0.04_var0.008,50000.0,ultra_var,momentum,2,20,0.04,0.008,True,False,True,-2.3363,0.0053,0.0084,-0.025,0.3684,0.0677,53383.22,1.14,0.0361,0.9639,0.0392,0.1149,49,978.48,0.0196,181,-2.867,-4.0308
v35_risk_budget_ultra_var_momentum_50000_2asset_20d_vol0.04_var0.012,50000.0,ultra_var,momentum,2,20,0.04,0.012,True,False,True,-2.3363,0.0053,0.0084,-0.025,0.3684,0.0677,53383.22,1.14,0.0361,0.9639,0.0392,0.1149,49,978.48,0.0196,181,-2.867,-4.0308
v35_risk_budget_ultra_var_momentum_50000_2asset_20d_vol0.04_var0.016,50000.0,ultra_var,momentum,2,20,0.04,0.016,True,False,True,-2.3363,0.0053,0.0084,-0.025,0.3684,0.0677,53383.22,1.14,0.0361,0.9639,0.0392,0.1149,49,978.48,0.0196,181,-2.867,-4.0308
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_40d_vol0.04_var0.008,50000.0,ultra_var,risk_adjusted,1,40,0.04,0.008,True,False,True,-2.3453,0.0054,0.0084,-0.0158,0.2085,0.0685,53426.6,0.39,0.0221,0.9779,0.0238,0.1432,47,285.8,0.0057,50,-5.1824,-15.1868
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_40d_vol0.04_var0.012,50000.0,ultra_var,risk_adjusted,1,40,0.04,0.012,True,False,True,-2.3453,0.0054,0.0084,-0.0158,0.2085,0.0685,53426.6,0.39,0.0221,0.9779,0.0238,0.1432,47,285.8,0.0057,50,-5.1824,-15.1868
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_40d_vol0.04_var0.016,50000.0,ultra_var,risk_adjusted,1,40,0.04,0.016,True,False,True,-2.3453,0.0054,0.0084,-0.0158,0.2085,0.0685,53426.6,0.39,0.0221,0.9779,0.0238,0.1432,47,285.8,0.0057,50,-5.1824,-15.1868
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.008,200000.0,ultra_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-2.5006,0.0038,0.0085,-0.0183,0.1989,0.0475,209507.6,0.38,0.0218,0.9782,0.0223,0.1432,96,618.2,0.0031,80,-4.5544,-12.5232
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.012,200000.0,ultra_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-2.5006,0.0038,0.0085,-0.0183,0.1989,0.0475,209507.6,0.38,0.0218,0.9782,0.0223,0.1432,96,618.2,0.0031,80,-4.5544,-12.5232
v35_risk_budget_ultra_var_risk_adjusted_200000_1asset_20d_vol0.04_var0.016,200000.0,ultra_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-2.5006,0.0038,0.0085,-0.0183,0.1989,0.0475,209507.6,0.38,0.0218,0.9782,0.0223,0.1432,96,618.2,0.0031,80,-4.5544,-12.5232
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_40d_vol0.04_var0.008,50000.0,ultra_var,risk_adjusted,2,40,0.04,0.008,True,False,True,-2.5352,0.0045,0.0081,-0.0141,0.2345,0.0572,52858.49,0.67,0.0236,0.9764,0.0256,0.1432,44,441.01,0.0088,81,-6.4519,-19.0212
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_40d_vol0.04_var0.012,50000.0,ultra_var,risk_adjusted,2,40,0.04,0.012,True,False,True,-2.5352,0.0045,0.0081,-0.0141,0.2345,0.0572,52858.49,0.67,0.0236,0.9764,0.0256,0.1432,44,441.01,0.0088,81,-6.4519,-19.0212
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_40d_vol0.04_var0.016,50000.0,ultra_var,risk_adjusted,2,40,0.04,0.016,True,False,True,-2.5352,0.0045,0.0081,-0.0141,0.2345,0.0572,52858.49,0.67,0.0236,0.9764,0.0256,0.1432,44,441.01,0.0088,81,-6.4519,-19.0212
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.008,100000.0,ultra_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-2.5566,0.0035,0.0084,-0.0186,0.1986,0.0444,104443.76,0.38,0.0216,0.9784,0.0223,0.1432,96,500.44,0.005,79,-4.6517,-12.6836
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.012,100000.0,ultra_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-2.5566,0.0035,0.0084,-0.0186,0.1986,0.0444,104443.76,0.38,0.0216,0.9784,0.0223,0.1432,96,500.44,0.005,79,-4.6517,-12.6836
v35_risk_budget_ultra_var_risk_adjusted_100000_1asset_20d_vol0.04_var0.016,100000.0,ultra_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-2.5566,0.0035,0.0084,-0.0186,0.1986,0.0444,104443.76,0.38,0.0216,0.9784,0.0223,0.1432,96,500.44,0.005,79,-4.6517,-12.6836
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.04_var0.008,200000.0,ultra_var,risk_adjusted,2,20,0.04,0.008,True,False,True,-2.5762,0.0038,0.0082,-0.0185,0.2229,0.0471,209427.78,0.65,0.0235,0.9765,0.0239,0.1432,90,916.22,0.0046,136,-5.4117,-14.8912
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.04_var0.012,200000.0,ultra_var,risk_adjusted,2,20,0.04,0.012,True,False,True,-2.5762,0.0038,0.0082,-0.0185,0.2229,0.0471,209427.78,0.65,0.0235,0.9765,0.0239,0.1432,90,916.22,0.0046,136,-5.4117,-14.8912
v35_risk_budget_ultra_var_risk_adjusted_200000_2asset_20d_vol0.04_var0.016,200000.0,ultra_var,risk_adjusted,2,20,0.04,0.016,True,False,True,-2.5762,0.0038,0.0082,-0.0185,0.2229,0.0471,209427.78,0.65,0.0235,0.9765,0.0239,0.1432,90,916.22,0.0046,136,-5.4117,-14.8912
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.04_var0.008,100000.0,ultra_var,risk_adjusted,2,20,0.04,0.008,True,False,True,-2.7201,0.0033,0.008,-0.0186,0.2226,0.0415,104151.47,0.65,0.0228,0.9772,0.0239,0.1432,90,777.23,0.0078,133,-5.5916,-15.2315
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.04_var0.012,100000.0,ultra_var,risk_adjusted,2,20,0.04,0.012,True,False,True,-2.7201,0.0033,0.008,-0.0186,0.2226,0.0415,104151.47,0.65,0.0228,0.9772,0.0239,0.1432,90,777.23,0.0078,133,-5.5916,-15.2315
v35_risk_budget_ultra_var_risk_adjusted_100000_2asset_20d_vol0.04_var0.016,100000.0,ultra_var,risk_adjusted,2,20,0.04,0.016,True,False,True,-2.7201,0.0033,0.008,-0.0186,0.2226,0.0415,104151.47,0.65,0.0228,0.9772,0.0239,0.1432,90,777.23,0.0078,133,-5.5916,-15.2315
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.008,50000.0,ultra_var,risk_adjusted,1,20,0.04,0.008,True,False,True,-2.7524,0.0031,0.008,-0.0187,0.1973,0.0388,51940.12,0.38,0.0208,0.9792,0.0223,0.1432,96,436.68,0.0087,77,-4.8002,-12.93
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.012,50000.0,ultra_var,risk_adjusted,1,20,0.04,0.012,True,False,True,-2.7524,0.0031,0.008,-0.0187,0.1973,0.0388,51940.12,0.38,0.0208,0.9792,0.0223,0.1432,96,436.68,0.0087,77,-4.8002,-12.93
v35_risk_budget_ultra_var_risk_adjusted_50000_1asset_20d_vol0.04_var0.016,50000.0,ultra_var,risk_adjusted,1,20,0.04,0.016,True,False,True,-2.7524,0.0031,0.008,-0.0187,0.1973,0.0388,51940.12,0.38,0.0208,0.9792,0.0223,0.1432,96,436.68,0.0087,77,-4.8002,-12.93
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_20d_vol0.04_var0.008,50000.0,ultra_var,risk_adjusted,2,20,0.04,0.008,True,False,True,-2.9753,0.0025,0.0075,-0.0181,0.2213,0.0316,51578.87,0.65,0.0218,0.9782,0.0239,0.1432,90,663.33,0.0133,122,-5.9828,-15.927
v35_risk_budget_ultra_var_risk_adjusted_50000_2asset_20d_vol0.04_var0.012,50000.0,ultra_var,risk_adjusted,2,20,0.04,0.012,True,False,True,-2.9753,0.0025,0.0075,-0.0181,0.2213,0.0316,51578.87,0.65,0.0218,0.9782,0.0239,0.1432,90,663.33,0.0133,122,-5.9828,-15.927
