version,symbols_requested,symbols_loaded,unique_trading_dates,pit_rows,trading_status_rows,corporate_action_rows,research_pit_approximation,production_data_ready,failure_count
V31-free-data-pit-approximation,1565,1565,4954,5126135,5126135,1565,True,False,0
